Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
5.9450,Traveling to Target (t = 5.9s),,0.66449,12.00,[1],0.0032,5.9500
5.9950,Traveling to Target (t = 6.0s),,0.64970,11.78,[],0.0021,6.0000
6.0450,Traveling to Target (t = 6.0s),,0.63498,11.57,[],0.0021,6.0500
6.0950,Traveling to Target (t = 6.1s),,0.62042,11.36,[],0.0022,6.1000
6.1450,Traveling to Target (t = 6.1s),,0.60602,11.14,[],0.0022,6.1500
6.1950,Traveling to Target (t = 6.2s),,0.59179,10.93,[],0.0021,6.2000
6.2450,Traveling to Target (t = 6.2s),,0.57775,10.72,[],0.0021,6.2500
6.2950,Traveling to Target (t = 6.3s),,0.56391,10.51,[],0.0022,6.3000
6.3450,Traveling to Target (t = 6.3s),,0.55028,10.30,[],0.0021,6.3500
6.3950,Traveling to Target (t = 6.4s),,0.53688,10.10,[],0.0021,6.4000
6.4450,Traveling to Target (t = 6.4s),,0.52373,9.89,[],0.0030,6.4500
6.4950,Traveling to Target (t = 6.5s),,0.51085,9.69,[],0.0021,6.5000
6.5450,Traveling to Target (t = 6.5s),,0.49825,9.48,[],0.0021,6.5500
6.5950,Traveling to Target (t = 6.6s),,0.48597,9.28,[],0.0021,6.6000
6.6450,Traveling to Target (t = 6.6s),,0.47402,9.08,[],0.0021,6.6500
6.6950,Traveling to Target (t = 6.7s),,0.46243,8.87,[],0.0021,6.7000
6.7450,Traveling to Target (t = 6.7s),,0.45123,8.67,[],0.0021,6.7500
6.7950,Traveling to Target (t = 6.8s),,0.44045,8.48,[],0.0021,6.8000
6.8450,Traveling to Target (t = 6.8s),,0.43012,8.28,[],0.0022,6.8500
6.8950,Traveling to Target (t = 6.9s),,0.42028,8.08,[],0.0022,6.9000
6.9450,Traveling to Target (t = 6.9s),,0.41095,7.89,[],0.0021,6.9500
6.9950,Traveling to Target (t = 7.0s),,0.40217,7.69,[],0.0021,7.0000
7.0450,Traveling to Target (t = 7.0s),,0.39398,7.50,[],0.0022,7.0500
7.0950,Traveling to Target (t = 7.1s),,0.38643,7.31,[],0.0021,7.1000
7.1450,Traveling to Target (t = 7.1s),,0.37954,7.12,[],0.0022,7.1500
7.1950,Traveling to Target (t = 7.2s),,0.37335,6.94,[],0.0022,7.2000
7.2450,Traveling to Target (t = 7.2s),,0.36790,6.75,[],0.0021,7.2500
7.2950,Traveling to Target (t = 7.3s),,0.36322,6.57,[],0.0022,7.3000
7.3450,Traveling to Target (t = 7.3s),,0.35934,6.39,[],0.0021,7.3500
7.3950,Traveling to Target (t = 7.4s),,0.35629,6.22,[],0.0021,7.4000
7.4450,Traveling to Target (t = 7.4s),,0.35409,6.04,[],0.0021,7.4500
7.4950,Traveling to Target (t = 7.5s),,0.35276,5.88,[],0.0021,7.5000
7.5450,Traveling to Target (t = 7.5s),,0.35230,5.71,[],0.0022,7.5500
7.5950,Traveling to Target (t = 7.6s),,0.35271,5.56,[],0.0022,7.6000
7.6450,Traveling to Target (t = 7.6s),,0.35401,5.40,[],0.0021,7.6500
7.6950,Traveling to Target (t = 7.7s),,0.35616,5.26,[],0.0021,7.7000
7.7450,Traveling to Target (t = 7.7s),,0.35917,5.12,[],0.0021,7.7500
7.7950,Traveling to Target (t = 7.8s),,0.36301,4.99,[],0.0021,7.8000
7.8450,Traveling to Target (t = 7.8s),,0.36765,4.86,[],0.0021,7.8500
7.8950,Traveling to Target (t = 7.9s),,0.37306,4.75,[],0.0022,7.9000
7.9450,Traveling to Target (t = 7.9s),,0.37922,4.65,[],0.0021,7.9500
7.9950,Traveling to Target (t = 8.0s),,0.38607,4.56,[],0.0021,8.0000
8.0450,Traveling to Target (t = 8.0s),,0.39360,4.48,[],0.0031,8.0500
8.0950,Traveling to Target (t = 8.1s),,0.40175,4.41,[],0.0021,8.1000
8.1450,Traveling to Target (t = 8.1s),,0.41050,4.36,[],0.0022,8.1500
8.1950,Traveling to Target (t = 8.2s),,0.41980,4.32,[],0.0023,8.2000
8.2450,Traveling to Target (t = 8.2s),,0.42963,4.29,[],0.0025,8.2500
8.2950,Traveling to Target (t = 8.3s),,0.43994,4.28,[],0.0021,8.3000
8.3450,Traveling to Target (t = 8.3s),,0.45069,4.28,[],0.0022,8.3500
8.3950,Traveling to Target (t = 8.4s),,0.46187,4.30,[],0.0021,8.4000
8.4450,Traveling to Target (t = 8.4s),,0.47344,4.32,[],0.0022,8.4500
8.4950,Traveling to Target (t = 8.5s),,0.48537,4.36,[],0.0021,8.5000
8.5450,Traveling to Target (t = 8.5s),,0.49764,4.41,[],0.0021,8.5500
8.5950,Traveling to Target (t = 8.6s),,0.51022,4.47,[],0.0021,8.6000
8.6450,Traveling to Target (t = 8.6s),,0.52309,4.53,[],0.0023,8.6500
8.6950,Traveling to Target (t = 8.7s),,0.53623,4.60,[],0.0021,8.7000
8.7450,Traveling to Target (t = 8.7s),,0.54961,4.68,[],0.0022,8.7500
8.7950,Traveling to Target (t = 8.8s),,0.56323,4.77,[],0.0023,8.8000
8.8450,Traveling to Target (t = 8.8s),,0.57706,4.86,[],0.0021,8.8500
8.8950,Traveling to Target (t = 8.9s),,0.59110,4.95,[],0.0021,8.9000
8.9450,Traveling to Target (t = 8.9s),,0.60532,5.05,[],0.0022,8.9500
8.9950,Traveling to Target (t = 9.0s),,0.61971,5.16,[],0.0021,9.0000
9.0450,Traveling to Target (t = 9.0s),,0.63426,5.26,[],0.0021,9.0500
9.0950,Traveling to Target (t = 9.1s),,0.64897,5.37,[],0.0021,9.1000
9.1450,Traveling to Target (t = 9.1s),,0.66382,5.48,[],0.0021,9.1500
9.1950,Traveling to Target (t = 9.2s),,0.67879,5.60,[],0.0021,9.2000
9.2450,Traveling to Target (t = 9.2s),,0.69389,5.72,[],0.0022,9.2500
9.2950,Traveling to Target (t = 9.3s),,0.70911,5.84,[],0.0021,9.3000
9.3450,Traveling to Target (t = 9.3s),,0.72443,5.96,[],0.0021,9.3500
9.3950,Traveling to Target (t = 9.4s),,0.73986,6.08,[],0.0021,9.4000
9.4450,Traveling to Target (t = 9.4s),,0.75537,6.21,[],0.0022,9.4500
9.4950,Traveling to Target (t = 9.5s),,0.77098,6.34,[],0.0022,9.5000
9.5450,Traveling to Target (t = 9.5s),,0.78667,6.47,[],0.0021,9.5500
9.5950,Traveling to Target (t = 9.6s),,0.80245,6.60,[],0.0021,9.6000
9.6450,Traveling to Target (t = 9.6s),,0.81829,6.74,[],0.0021,9.6500
9.6950,Traveling to Target (t = 9.7s),,0.83421,6.88,[],0.0021,9.7000
9.7450,Traveling to Target (t = 9.7s),,0.85019,7.02,[],0.0022,9.7500
9.7950,Traveling to Target (t = 9.8s),,0.86623,7.16,[],0.0022,9.8000
9.8450,Traveling to Target (t = 9.8s),,0.88234,7.30,[],0.0021,9.8500
9.8950,Traveling to Target (t = 9.9s),,0.89850,7.45,[],0.0022,9.9000
9.9450,Traveling to Target (t = 9.9s),,0.91471,7.59,[],0.0021,9.9500
9.9950,Traveling to Target (t = 10.0s),,0.93097,7.74,[],0.0022,10.0000
10.0450,Traveling to Target (t = 10.0s),,0.94728,7.89,[],0.0021,10.0500
10.0950,Traveling to Target (t = 10.1s),,0.96364,8.04,[],0.0022,10.1000
10.1450,Traveling to Target (t = 10.1s),,0.98003,8.20,[],0.0021,10.1500
10.1950,Traveling to Target (t = 10.2s),,0.99647,8.35,[],0.0021,10.2000
10.2450,Traveling to Target (t = 10.2s),,1.01295,8.51,[],0.0021,10.2500
10.2950,Traveling to Target (t = 10.3s),,1.02947,8.67,[],0.0022,10.3000
10.3450,Traveling to Target (t = 10.3s),,1.04602,8.83,[],0.0030,10.3500
10.3950,Traveling to Target (t = 10.4s),,1.06260,9.00,[],0.0022,10.4000
10.4450,Traveling to Target (t = 10.4s),,1.07922,9.16,[],0.0021,10.4500
10.4950,Traveling to Target (t = 10.5s),,1.09586,9.33,[],0.0022,10.5000
10.5450,Traveling to Target (t = 10.5s),,1.11254,9.49,[],0.0021,10.5500
10.5950,Traveling to Target (t = 10.6s),,1.12924,9.66,[],0.0021,10.6000
10.6450,Traveling to Target (t = 10.6s),,1.14597,9.83,[],0.0021,10.6500
10.6950,Traveling to Target (t = 10.7s),,1.16273,10.01,[],0.0021,10.7000
10.7450,Traveling to Target (t = 10.7s),,1.17951,10.18,[],0.0021,10.7500
10.7950,Traveling to Target (t = 10.8s),,1.19631,10.35,[],0.0022,10.8000
10.8450,Traveling to Target (t = 10.8s),,1.21314,10.53,[],0.0022,10.8500
10.8950,Traveling to Target (t = 10.9s),,1.22999,10.71,[],0.0022,10.9000
10.9450,Traveling to Target (t = 10.9s),,1.24686,10.89,[],0.0021,10.9500
10.9950,Traveling to Target (t = 11.0s),,1.26374,11.07,[],0.0021,11.0000
11.0450,Traveling to Target (t = 11.0s),,1.28065,11.25,[],0.0021,11.0500
11.0950,Traveling to Target (t = 11.1s),,1.29758,11.42,[],0.0021,11.1000
11.1450,Traveling to Target (t = 11.1s),,1.31452,11.60,[],0.0021,11.1500
11.1950,Traveling to Target (t = 11.2s),,1.33148,11.77,[],0.0022,11.2000
11.2450,Traveling to Target (t = 11.2s),,1.34846,11.94,[],0.0022,11.2500
11.2950,Traveling to Target (t = 11.3s),,1.36545,12.10,[],0.0021,11.3000
11.3450,Traveling to Target (t = 11.3s),,1.38245,12.26,[],0.0021,11.3500
11.3950,Traveling to Target (t = 11.4s),,1.39948,12.42,[],0.0021,11.4000
11.4450,Traveling to Target (t = 11.4s),,1.41651,12.58,[],0.0021,11.4500
11.4950,Traveling to Target (t = 11.5s),,1.43356,12.73,[],0.0021,11.5000
11.5450,Traveling to Target (t = 11.5s),,1.45062,12.87,[],0.0021,11.5500
11.5950,Traveling to Target (t = 11.6s),,1.46770,13.02,[],0.0022,11.6000
11.6450,Traveling to Target (t = 11.6s),,1.48479,13.16,[],0.0021,11.6500
11.6950,Traveling to Target (t = 11.7s),,1.50188,13.30,[],0.0021,11.7000
11.7450,Traveling to Target (t = 11.7s),,1.51899,13.44,[],0.0022,11.7500
11.7950,Traveling to Target (t = 11.8s),,1.53611,13.57,[],0.0021,11.8000
11.8450,Traveling to Target (t = 11.8s),,1.55325,13.70,[],0.0021,11.8500
11.8950,Traveling to Target (t = 11.9s),,1.57039,13.83,[],0.0021,11.9000
11.9450,Traveling to Target (t = 11.9s),,1.58754,13.96,[],0.0030,11.9500
11.9950,Traveling to Target (t = 12.0s),,1.60470,14.08,[],0.0021,12.0000
12.0450,Traveling to Target (t = 12.0s),,1.62187,14.20,[],0.0021,12.0500
12.0950,Traveling to Target (t = 12.1s),,1.63905,14.32,[],0.0022,12.1000
12.1450,Traveling to Target (t = 12.1s),,1.65624,14.44,[],0.0022,12.1500
12.1950,Traveling to Target (t = 12.2s),,1.67344,14.55,[],0.0021,12.2000
12.2450,Traveling to Target (t = 12.2s),,1.69064,14.66,[],0.0022,12.2500
12.2950,Traveling to Target (t = 12.3s),,1.70786,14.77,[],0.0021,12.3000
12.3450,Traveling to Target (t = 12.3s),,1.72508,14.88,[],0.0021,12.3500
12.3950,Traveling to Target (t = 12.4s),,1.74230,14.99,[],0.0022,12.4000
12.4450,Traveling to Target (t = 12.4s),,1.75954,15.09,[],0.0022,12.4500
12.4950,Traveling to Target (t = 12.5s),,1.77678,15.19,[],0.0021,12.5000
12.5450,Traveling to Target (t = 12.5s),,1.79403,15.29,[],0.0021,12.5500
12.5950,Traveling to Target (t = 12.6s),,1.81129,15.38,[],0.0022,12.6000
12.6450,Traveling to Target (t = 12.6s),,1.82855,15.48,[],0.0021,12.6500
12.6950,Traveling to Target (t = 12.7s),,1.84582,15.57,[],0.0021,12.7000
12.7450,Traveling to Target (t = 12.7s),,1.86309,15.66,[],0.0021,12.7500
12.7950,Traveling to Target (t = 12.8s),,1.88037,15.75,[],0.0021,12.8000
12.8450,Traveling to Target (t = 12.8s),,1.89766,15.84,[],0.0021,12.8500
12.8950,Traveling to Target (t = 12.9s),,1.91495,15.92,[],0.0021,12.9000
12.9450,Traveling to Target (t = 12.9s),,1.93225,16.01,[],0.0021,12.9500
12.9950,Traveling to Target (t = 13.0s),,1.94955,16.09,[],0.0021,13.0000
13.0450,Traveling to Target (t = 13.0s),,1.96686,16.17,[],0.0021,13.0500
13.0950,Traveling to Target (t = 13.1s),,1.98418,16.25,[],0.0021,13.1000
13.1450,Traveling to Target (t = 13.1s),,2.00149,16.32,[],0.0021,13.1500
13.1950,Traveling to Target (t = 13.2s),,2.01882,16.40,[],0.0021,13.2000
13.2450,Traveling to Target (t = 13.2s),,2.03614,16.47,[],0.0021,13.2500
13.2950,Traveling to Target (t = 13.3s),,2.05348,16.55,[],0.0021,13.3000
13.3450,Traveling to Target (t = 13.3s),,2.07081,16.62,[],0.0022,13.3500
13.3950,Traveling to Target (t = 13.4s),,2.08815,16.69,[],0.0021,13.4000
13.4450,Traveling to Target (t = 13.4s),,2.10550,16.75,[],0.0022,13.4500
13.4950,Traveling to Target (t = 13.5s),,2.12285,16.82,[],0.0021,13.5000
13.5450,Traveling to Target (t = 13.5s),,2.14020,16.89,[],0.0021,13.5500
13.5950,Traveling to Target (t = 13.6s),,2.15756,16.95,[],0.0022,13.6000
13.6450,Traveling to Target (t = 13.6s),,2.17492,17.01,[],0.0022,13.6500
13.6950,Traveling to Target (t = 13.7s),,2.19229,17.07,[],0.0021,13.7000
13.7450,Traveling to Target (t = 13.7s),,2.20965,17.13,[],0.0022,13.7500
13.7950,Traveling to Target (t = 13.8s),,2.22703,17.19,[],0.0021,13.8000
13.8450,Traveling to Target (t = 13.8s),,2.24440,17.25,[],0.0021,13.8500
13.8950,Traveling to Target (t = 13.9s),,2.26178,17.31,[],0.0022,13.9000
13.9450,Traveling to Target (t = 13.9s),,2.27916,17.36,[],0.0021,13.9500
13.9950,Traveling to Target (t = 14.0s),,2.29655,17.42,[],0.0021,14.0000
14.0450,Traveling to Target (t = 14.0s),,2.31394,17.47,[],0.0021,14.0500
14.0950,Traveling to Target (t = 14.1s),,2.33133,17.52,[],0.0021,14.1000
14.1450,Traveling to Target (t = 14.1s),,2.34872,17.57,[],0.0021,14.1500
14.1950,Traveling to Target (t = 14.2s),,2.36612,17.62,[],0.0021,14.2000
14.2450,Traveling to Target (t = 14.2s),,2.38352,17.67,[],0.0022,14.2500
14.2950,Traveling to Target (t = 14.3s),,2.40093,17.72,[],0.0021,14.3000
14.3450,Traveling to Target (t = 14.3s),,2.41833,17.76,[],0.0021,14.3500
14.3950,Traveling to Target (t = 14.4s),,2.43574,17.81,[],0.0022,14.4000
14.4450,Traveling to Target (t = 14.4s),,2.45315,17.85,[],0.0021,14.4500
14.4950,Traveling to Target (t = 14.5s),,2.47057,17.90,[],0.0022,14.5000
14.5450,Traveling to Target (t = 14.5s),,2.48798,17.94,[],0.0021,14.5500
14.5950,Traveling to Target (t = 14.6s),,2.50540,17.98,[],0.0021,14.6000
14.6450,Traveling to Target (t = 14.6s),,2.52282,18.02,[],0.0022,14.6500
14.6950,Traveling to Target (t = 14.7s),,2.54025,18.07,[],0.0021,14.7000
14.7450,Traveling to Target (t = 14.7s),,2.55767,18.10,[],0.0021,14.7500
14.7950,Traveling to Target (t = 14.8s),,2.57510,18.14,[],0.0022,14.8000
14.8450,Traveling to Target (t = 14.8s),,2.59253,18.18,[],0.0021,14.8500
14.8950,Traveling to Target (t = 14.9s),,2.60997,18.22,[],0.0021,14.9000
14.9450,Traveling to Target (t = 14.9s),,2.62740,18.26,[],0.0023,14.9500
14.9950,Traveling to Target (t = 15.0s),,2.64484,18.29,[],0.0021,15.0000
15.0450,Traveling to Target (t = 15.0s),,2.66228,18.33,[],0.0021,15.0500
15.0950,Traveling to Target (t = 15.1s),,2.67972,18.36,[],0.0022,15.1000
15.1450,Traveling to Target (t = 15.1s),,2.69717,18.39,[],0.0022,15.1500
15.1950,Traveling to Target (t = 15.2s),,2.71461,18.43,[],0.0022,15.2000
15.2450,Traveling to Target (t = 15.2s),,2.73206,18.46,[],0.0021,15.2500
15.2950,Traveling to Target (t = 15.3s),,2.74951,18.49,[],0.0021,15.3000
15.3450,Traveling to Target (t = 15.3s),,2.76696,18.52,[],0.0021,15.3500
15.3950,Traveling to Target (t = 15.4s),,2.78441,18.55,[],0.0022,15.4000
15.4450,Traveling to Target (t = 15.4s),,2.80187,18.58,[],0.0022,15.4500
