Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
0.0450,Traveling to Target (t = 0.0s),,1.41421,0.00,"[1, 2, 7, 8]",0.0177,0.0500
0.0950,Traveling to Target (t = 0.1s),,1.41405,0.00,"[1, 2, 7, 8]",0.0067,0.1000
0.1450,Traveling to Target (t = 0.1s),,1.41357,0.00,"[1, 2, 7, 8]",0.0053,0.1500
0.1950,Traveling to Target (t = 0.2s),,1.41276,0.00,"[1, 2, 7, 8]",0.0066,0.2000
0.2450,Traveling to Target (t = 0.2s),,1.41164,0.00,"[1, 2, 7, 8]",0.0066,0.2500
0.2950,Traveling to Target (t = 0.3s),,1.41018,0.00,"[1, 2, 7, 8]",0.0079,0.3000
0.3450,Traveling to Target (t = 0.3s),,1.40841,0.00,"[1, 2, 7, 8]",0.0056,0.3500
0.3950,Traveling to Target (t = 0.4s),,1.40632,0.00,"[1, 2, 7, 8]",0.0068,0.4000
0.4450,Traveling to Target (t = 0.4s),,1.40390,0.00,"[1, 2, 7, 8]",0.0076,0.4500
0.4950,Traveling to Target (t = 0.5s),,1.40116,0.00,"[1, 2, 7, 8]",0.0065,0.5000
0.5450,Traveling to Target (t = 0.5s),,1.39810,0.00,"[1, 2, 7, 8]",0.0053,0.5500
0.5950,Traveling to Target (t = 0.6s),,1.39471,0.00,"[1, 2, 7, 8]",0.0075,0.6000
0.6450,Traveling to Target (t = 0.6s),,1.39101,0.00,"[1, 2, 7, 8]",0.0066,0.6500
0.6950,Traveling to Target (t = 0.7s),,1.38698,0.00,"[1, 2, 7, 8]",0.0065,0.7000
0.7450,Traveling to Target (t = 0.7s),,1.38263,0.00,"[1, 2, 7, 8]",0.0080,0.7500
0.7950,Traveling to Target (t = 0.8s),,1.37796,0.00,"[1, 2, 7, 8]",0.0065,0.8000
0.8450,Traveling to Target (t = 0.8s),,1.37296,0.00,"[1, 2, 7, 8]",0.0066,0.8500
0.8950,Traveling to Target (t = 0.9s),,1.36764,0.00,"[1, 2, 7, 8]",0.0069,0.9000
0.9450,Traveling to Target (t = 0.9s),,1.36200,0.00,"[1, 2, 7, 8]",0.0069,0.9500
0.9950,Traveling to Target (t = 1.0s),,1.35604,0.00,"[1, 2, 7, 8]",0.0054,1.0000
1.0450,Traveling to Target (t = 1.0s),,1.34976,0.00,"[1, 2, 7, 8]",0.0066,1.0500
1.0950,Traveling to Target (t = 1.1s),,1.34315,0.00,"[1, 2, 7, 8]",0.0054,1.1000
1.1450,Traveling to Target (t = 1.1s),,1.33622,0.00,"[1, 2, 7, 8]",0.0067,1.1500
1.1950,Traveling to Target (t = 1.2s),,1.32897,0.00,"[1, 2, 7, 8]",0.0055,1.2000
