Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Y_mm,Telemetry_Z_mm,Telemetry_Roll_deg,Telemetry_Pitch_deg,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Z,Current_Roll,Current_Pitch,Current_Yaw,Current_VX,Current_VY,Current_VZ,Current_WX,Current_WY,Current_WZ,Target_X,Target_Y,Target_Z,Target_Roll,Target_Pitch,Target_Yaw,Target_VX,Target_VY,Target_VZ,Target_WX,Target_WY,Target_WZ,Error_X,Error_Y,Error_Z,Error_Roll,Error_Pitch,Error_Yaw,Error_VX,Error_VY,Error_VZ,Error_WX,Error_WY,Error_WZ,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,RW_Torque_X,RW_Torque_Y,RW_Torque_Z,Total_MPC_Loop_Time,Timing_Violation
0,0.0450,0.0450,0.0500,0.050,APPROACHING,0,1000.00,1000.00,0.00,0.00,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0108,,,,,,"[1.000, 0.000, 1.000, 0.000, 0.000, 0.000]",0x101000,0.0450,2,0,0.000000,0.000000,0.000000,0.0000,NO
1,0.0950,0.0950,0.0500,0.050,APPROACHING,0,999.94,999.95,-0.00,0.00,0.00,0.00,0.99994,0.99995,-0.00000,0.00000,0.00000,0.00000,-0.00221,-0.00214,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99994,0.99995,-0.00000,0.00000,0.00000,0.00000,0.00221,0.00214,0.00000,-0.00000,-0.00000,-0.00000,0.0000,,,,0.0087,,,,,,"[0.999, 0.001, 0.999, 0.001, 0.000, 0.000]",0x101000,0.0950,2,0,-0.000000,-0.000000,-0.000000,0.0000,NO
2,0.1450,0.1450,0.0500,0.050,APPROACHING,0,999.78,999.79,-0.00,0.00,0.00,0.00,0.99978,0.99979,-0.00000,0.00000,0.00000,0.00000,-0.00441,-0.00428,-0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99978,0.99979,-0.00000,0.00000,0.00000,0.00000,0.00441,0.00428,0.00000,0.00000,-0.00000,0.00000,0.0000,,,,0.0032,,,,,,"[0.998, 0.002, 0.998, 0.002, 0.000, 0.000]",0x101000,0.1450,2,0,-0.000000,-0.000000,0.000000,0.0000,NO
3,0.1950,0.1950,0.0500,0.050,APPROACHING,0,999.50,999.52,-0.00,0.00,0.00,0.00,0.99950,0.99952,-0.00000,0.00000,0.00000,0.00000,-0.00662,-0.00642,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99950,0.99952,-0.00000,0.00000,0.00000,0.00000,0.00662,0.00642,0.00000,0.00000,-0.00000,-0.00000,0.0000,,,,0.0028,,,,,,"[0.998, 0.002, 0.998, 0.002, 0.000, 0.000]",0x101000,0.1950,2,0,-0.000000,-0.000000,-0.000000,0.0000,NO
4,0.2450,0.2450,0.0500,0.050,APPROACHING,0,999.12,999.14,-0.00,0.00,0.00,0.00,0.99912,0.99914,-0.00000,0.00000,0.00000,0.00000,-0.00883,-0.00855,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99912,0.99914,-0.00000,0.00000,0.00000,0.00000,0.00883,0.00855,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0149,,,,,,"[0.999, 0.001, 0.998, 0.002, 0.000, 0.000]",0x101000,0.2450,2,0,-0.000000,0.000000,0.000000,0.0000,NO
5,0.2950,0.2950,0.0500,0.050,APPROACHING,0,998.62,998.66,-0.00,0.00,0.00,0.00,0.99862,0.99866,-0.00000,0.00000,0.00000,0.00000,-0.01104,-0.01069,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99862,0.99866,-0.00000,0.00000,0.00000,0.00000,0.01104,0.01069,0.00000,0.00000,-0.00000,-0.00000,0.0000,,,,0.0030,,,,,,"[0.999, 0.001, 0.999, 0.001, 0.000, 0.000]",0x101000,0.2950,2,0,-0.000000,-0.000000,-0.000000,0.0000,NO
6,0.3450,0.3450,0.0500,0.050,APPROACHING,0,998.01,998.08,-0.00,0.00,0.00,0.00,0.99801,0.99808,-0.00000,0.00000,0.00000,0.00000,-0.01324,-0.01283,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99801,0.99808,-0.00000,0.00000,0.00000,0.00000,0.01324,0.01283,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0032,,,,,,"[0.999, 0.001, 0.999, 0.001, 0.000, 0.000]",0x101000,0.3450,2,0,-0.000000,0.000000,0.000000,0.0000,NO
7,0.3950,0.3950,0.0500,0.050,APPROACHING,0,997.30,997.38,-0.00,0.00,0.00,0.00,0.99730,0.99738,-0.00000,0.00000,0.00000,0.00000,-0.01545,-0.01497,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99730,0.99738,-0.00000,0.00000,0.00000,0.00000,0.01545,0.01497,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0050,,,,,,"[0.998, 0.002, 0.999, 0.001, 0.000, 0.000]",0x101000,0.3950,2,0,-0.000000,0.000000,0.000000,0.0000,NO
8,0.4450,0.4450,0.0500,0.050,APPROACHING,0,996.47,996.58,-0.00,0.00,0.00,0.00,0.99647,0.99658,-0.00000,0.00000,0.00000,0.00000,-0.01766,-0.01711,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99647,0.99658,-0.00000,0.00000,0.00000,0.00000,0.01766,0.01711,0.00000,0.00000,-0.00000,-0.00000,0.0000,,,,0.0042,,,,,,"[0.998, 0.002, 0.999, 0.001, 0.000, 0.000]",0x101000,0.4450,2,0,0.000000,-0.000000,-0.000000,0.0000,NO
9,0.4950,0.4950,0.0500,0.050,APPROACHING,0,995.53,995.67,-0.00,0.00,0.00,0.00,0.99553,0.99567,-0.00000,0.00000,0.00000,0.00000,-0.01987,-0.01925,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99553,0.99567,-0.00000,0.00000,0.00000,0.00000,0.01987,0.01925,0.00000,0.00000,-0.00000,-0.00000,0.0000,,,,0.0043,,,,,,"[0.998, 0.002, 0.998, 0.002, 0.000, 0.000]",0x101000,0.4950,2,0,-0.000000,-0.000000,-0.000000,0.0000,NO
