Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
0.0450,Traveling to Target (t = 0.0s),,1.73205,90.00,[],0.0424,0.0500
0.0950,Traveling to Target (t = 0.1s),,1.73205,90.00,[],0.0423,0.1000
0.1450,Traveling to Target (t = 0.1s),,1.73205,90.00,[],0.0420,0.1500
0.1950,Traveling to Target (t = 0.2s),,1.73205,90.00,[],0.0421,0.2000
0.2450,Traveling to Target (t = 0.2s),,1.73205,90.00,[],0.0422,0.2500
0.2950,Traveling to Target (t = 0.3s),,1.73205,90.00,[],0.0421,0.3000
0.3450,Traveling to Target (t = 0.3s),,1.73205,90.00,[],0.0411,0.3500
0.3950,Traveling to Target (t = 0.4s),,1.73205,90.00,"[1, 5]",0.0041,0.4000
0.4450,Traveling to Target (t = 0.4s),,1.73198,90.05,[],0.0420,0.4500
0.4950,Traveling to Target (t = 0.5s),,1.73183,90.14,[],0.0420,0.5000
0.5450,Traveling to Target (t = 0.5s),,1.73169,90.23,"[1, 5]",0.0292,0.5500
0.5950,Traveling to Target (t = 0.6s),,1.73147,90.46,[],0.0420,0.6000
0.6450,Traveling to Target (t = 0.6s),,1.73119,90.81,[],0.0422,0.6500
0.6950,Traveling to Target (t = 0.7s),,1.73090,91.16,"[1, 5]",0.0340,0.7000
0.7450,Traveling to Target (t = 0.7s),,1.73054,91.88,[],0.0420,0.7500
0.7950,Traveling to Target (t = 0.8s),,1.73011,92.96,[],0.0420,0.8000
0.8450,Traveling to Target (t = 0.8s),,1.72968,94.03,[],0.0420,0.8500
0.8950,Traveling to Target (t = 0.9s),,1.72925,95.11,"[1, 5]",0.0241,0.9000
0.9450,Traveling to Target (t = 0.9s),,1.72875,97.21,"[1, 5]",0.0239,0.9500
0.9950,Traveling to Target (t = 1.0s),,1.72812,102.03,"[1, 5]",0.0084,1.0000
1.0450,Traveling to Target (t = 1.0s),,1.72737,110.39,"[1, 5]",0.0186,1.0500
1.0950,Traveling to Target (t = 1.1s),,1.72651,122.59,"[1, 5]",0.0251,1.1000
1.1450,Traveling to Target (t = 1.1s),,1.72559,139.08,[5],0.0360,1.1500
1.1950,Traveling to Target (t = 1.2s),,1.72463,160.20,[],0.0430,1.2000
1.2450,Traveling to Target (t = 1.2s),,1.72367,176.18,[],0.0121,1.2500
1.2950,Traveling to Target (t = 1.3s),,1.72270,150.46,[],0.0430,1.3000
1.3450,Traveling to Target (t = 1.3s),,1.72174,123.52,[3],0.0184,1.3500
1.3950,Traveling to Target (t = 1.4s),,1.72075,97.31,[],0.0430,1.4000
1.4450,Traveling to Target (t = 1.4s),,1.71971,76.82,"[1, 3]",0.0318,1.4500
1.4950,Traveling to Target (t = 1.5s),,1.71860,72.04,[],0.0430,1.5000
1.5450,Traveling to Target (t = 1.5s),,1.71739,89.45,[],0.0430,1.5500
1.5950,Traveling to Target (t = 1.6s),,1.71619,120.31,"[1, 5]",0.0141,1.6000
1.6450,Traveling to Target (t = 1.6s),,1.71497,158.58,[],0.0430,1.6500
1.6950,Traveling to Target (t = 1.7s),,1.71375,159.40,[],0.0429,1.7000
1.7450,Traveling to Target (t = 1.7s),,1.71253,119.07,[3],0.0292,1.7500
1.7950,Traveling to Target (t = 1.8s),,1.71127,84.48,[],0.0430,1.8000
1.8450,Traveling to Target (t = 1.8s),,1.70997,72.97,[],0.0429,1.8500
1.8950,Traveling to Target (t = 1.9s),,1.70867,96.55,[],0.0431,1.9000
1.9450,Traveling to Target (t = 1.9s),,1.70738,137.83,[5],0.0227,1.9500
1.9950,Traveling to Target (t = 2.0s),,1.70607,173.57,[],0.0429,2.0000
2.0450,Traveling to Target (t = 2.0s),,1.70476,123.62,[],0.0430,2.0500
2.0950,Traveling to Target (t = 2.1s),,1.70346,83.63,[],0.0429,2.1000
2.1450,Traveling to Target (t = 2.1s),,1.70216,75.25,[],0.0428,2.1500
2.1950,Traveling to Target (t = 2.2s),,1.70086,106.49,"[1, 5]",0.0146,2.2000
2.2450,Traveling to Target (t = 2.2s),,1.69952,156.43,[],0.0429,2.2500
2.2950,Traveling to Target (t = 2.3s),,1.69817,147.96,[],0.0430,2.3000
2.3450,Traveling to Target (t = 2.3s),,1.69682,97.88,[],0.0429,2.3500
2.3950,Traveling to Target (t = 2.4s),,1.69547,73.52,[],0.0429,2.4000
2.4450,Traveling to Target (t = 2.4s),,1.69412,97.87,[],0.0431,2.4500
2.4950,Traveling to Target (t = 2.5s),,1.69278,147.94,[5],0.0186,2.5000
2.5450,Traveling to Target (t = 2.5s),,1.69144,154.22,[],0.0429,2.5500
2.5950,Traveling to Target (t = 2.6s),,1.69012,99.38,[],0.0430,2.6000
2.6450,Traveling to Target (t = 2.6s),,1.68880,74.05,[],0.0430,2.6500
2.6950,Traveling to Target (t = 2.7s),,1.68748,104.30,[],0.0429,2.7000
2.7450,Traveling to Target (t = 2.7s),,1.68617,160.37,[],0.0429,2.7500
2.7950,Traveling to Target (t = 2.8s),,1.68485,139.70,[3],0.0248,2.8000
2.8450,Traveling to Target (t = 2.8s),,1.68352,87.38,[],0.0429,2.8500
2.8950,Traveling to Target (t = 2.9s),,1.68215,79.51,[],0.0430,2.9000
