Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Y_mm,Telemetry_Z_mm,Telemetry_Roll_deg,Telemetry_Pitch_deg,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Z,Current_Roll,Current_Pitch,Current_Yaw,Current_VX,Current_VY,Current_VZ,Current_WX,Current_WY,Current_WZ,Target_X,Target_Y,Target_Z,Target_Roll,Target_Pitch,Target_Yaw,Target_VX,Target_VY,Target_VZ,Target_WX,Target_WY,Target_WZ,Error_X,Error_Y,Error_Z,Error_Roll,Error_Pitch,Error_Yaw,Error_VX,Error_VY,Error_VZ,Error_WX,Error_WY,Error_WZ,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,RW_Torque_X,RW_Torque_Y,RW_Torque_Z,Total_MPC_Loop_Time,Timing_Violation
0,0.0450,0.0450,0.0500,0.050,APPROACHING,0,1000.00,1000.00,1000.00,0.00,0.00,90.00,1.00000,1.00000,1.00000,0.00000,0.00000,1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,-1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0424,,,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",0x000000,0.0450,0,0,0.000000,0.000000,0.000000,0.0000,NO
1,0.0950,0.0950,0.0500,0.050,APPROACHING,0,1000.00,1000.00,1000.00,0.00,0.00,90.00,1.00000,1.00000,1.00000,0.00000,0.00000,1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,-1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0422,,,,,,"[0.000, 0.000, 0.000, 0.000, 0.000, 0.000]",0x000000,0.0950,0,0,0.000000,0.000000,0.000000,0.0000,NO
2,0.1450,0.1450,0.0500,0.050,APPROACHING,0,1000.00,1000.00,1000.00,0.00,0.00,90.00,1.00000,1.00000,1.00000,0.00000,0.00000,1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,-1.57080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0000,,,,0.0130,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.1450,2,2,0.357471,-0.357471,-0.500000,0.0000,NO
3,0.1950,0.1950,0.0500,0.050,APPROACHING,0,1000.00,999.94,999.94,0.31,-0.30,89.57,1.00000,0.99994,0.99994,0.00533,-0.00529,1.56335,-0.00001,-0.00250,-0.00250,0.21253,-0.21253,-0.29727,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.99994,0.99994,-0.00533,0.00529,-1.56335,0.00001,0.00250,0.00250,-0.21253,0.21253,0.29727,0.0000,,,,0.0323,,,,,,"[0.998, 0.000, 0.000, 0.000, 0.998, 0.000]",0x100010,0.1950,2,0,-0.304440,0.293424,-0.499699,0.0000,NO
4,0.2450,0.2450,0.0500,0.050,APPROACHING,0,1000.00,999.75,999.75,0.67,-0.65,88.29,1.00000,0.99975,0.99975,0.01164,-0.01135,1.54101,-0.00007,-0.00497,-0.00503,0.03124,-0.03837,-0.59435,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.99975,0.99975,-0.01164,0.01135,-1.54101,0.00007,0.00497,0.00503,-0.03124,0.03837,0.59435,0.0000,,,,0.0323,,,,,,"[0.998, 0.000, 0.000, 0.000, 0.998, 0.000]",0x100010,0.2450,2,0,0.237959,-0.239940,-0.173413,0.0000,NO
5,0.2950,0.2950,0.0500,0.050,APPROACHING,0,999.99,999.44,999.43,0.98,-0.94,86.44,0.99999,0.99944,0.99943,0.01717,-0.01638,1.50863,-0.00021,-0.00744,-0.00756,0.17292,-0.18082,-0.69745,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,0.99944,0.99943,-0.01717,0.01638,-1.50863,0.00021,0.00744,0.00756,-0.17292,0.18082,0.69745,0.0000,,,,0.0341,,,,,,"[0.998, 0.000, 0.000, 0.000, 0.998, 0.000]",0x100010,0.2950,2,0,-0.206944,0.196485,0.176602,0.0000,NO
6,0.3450,0.3450,0.0500,0.050,APPROACHING,0,999.98,999.01,998.99,1.34,-1.25,84.58,0.99998,0.99901,0.99899,0.02337,-0.02184,1.47626,-0.00045,-0.00988,-0.01010,0.04973,-0.06417,-0.59245,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99998,0.99901,0.99899,-0.02337,0.02184,-1.47626,0.00045,0.00988,0.01010,-0.04973,0.06417,0.59245,0.0000,,,,0.0296,,,,,,"[0.998, 0.000, 0.000, 0.000, 0.998, 0.000]",0x100010,0.3450,2,0,0.158207,-0.160480,-0.110223,0.0000,NO
7,0.3950,0.3950,0.0500,0.050,APPROACHING,0,999.94,998.45,998.42,1.66,-1.53,82.78,0.99994,0.99845,0.99842,0.02896,-0.02662,1.44486,-0.00078,-0.01230,-0.01266,0.14392,-0.15945,-0.65798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99994,0.99845,0.99842,-0.02896,0.02662,-1.44486,0.00078,0.01230,0.01266,-0.14392,0.15945,0.65798,0.0000,,,,0.0212,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.3950,2,0,-0.141087,0.131824,0.124460,0.0000,NO
8,0.4450,0.4450,0.0500,0.050,APPROACHING,0,999.90,997.78,997.73,2.00,-1.81,80.99,0.99990,0.99778,0.99773,0.03498,-0.03163,1.41362,-0.00120,-0.01469,-0.01523,0.05994,-0.08119,-0.58398,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99990,0.99778,0.99773,-0.03498,0.03163,-1.41362,0.00120,0.01469,0.01523,-0.05994,0.08119,0.58398,0.0000,,,,0.0043,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.4450,2,0,0.101468,-0.104217,-0.065077,0.0000,NO
9,0.4950,0.4950,0.0500,0.050,APPROACHING,0,999.82,996.98,996.90,2.32,-2.07,79.25,0.99982,0.99698,0.99690,0.04051,-0.03610,1.38324,-0.00170,-0.01705,-0.01781,0.12034,-0.14307,-0.62268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99982,0.99698,0.99690,-0.04051,0.03610,-1.38324,0.00170,0.01705,0.01781,-0.12034,0.14307,0.62268,0.0000,,,,0.0041,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.4950,2,0,-0.088828,0.081027,0.083194,0.0000,NO
10,0.5450,0.5450,0.0500,0.050,APPROACHING,0,999.72,996.07,995.95,2.66,-2.33,77.53,0.99972,0.99607,0.99595,0.04637,-0.04075,1.35309,-0.00229,-0.01938,-0.02041,0.06748,-0.09496,-0.57321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99972,0.99607,0.99595,-0.04637,0.04075,-1.35309,0.00229,0.01938,0.02041,-0.06748,0.09496,0.57321,0.0000,,,,0.0041,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.5450,2,0,0.057732,-0.061104,-0.031147,0.0000,NO
11,0.5950,0.5950,0.0500,0.050,APPROACHING,0,999.59,995.05,994.86,2.97,-2.58,75.84,0.99959,0.99505,0.99486,0.05186,-0.04497,1.32370,-0.00295,-0.02168,-0.02301,0.10185,-0.13124,-0.59173,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99959,0.99505,0.99486,-0.05186,0.04497,-1.32370,0.00295,0.02168,0.02301,-0.10185,0.13124,0.59173,0.0000,,,,0.0079,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.5950,2,0,-0.056299,0.049717,0.057703,0.0000,NO
12,0.6450,0.6450,0.0500,0.050,APPROACHING,0,999.43,993.91,993.64,3.29,-2.82,74.18,0.99943,0.99391,0.99364,0.05748,-0.04921,1.29467,-0.00370,-0.02395,-0.02562,0.06834,-0.10173,-0.55742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99943,0.99391,0.99364,-0.05748,0.04921,-1.29467,0.00370,0.02395,0.02562,-0.06834,0.10173,0.55742,0.0000,,,,0.0041,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.6450,2,0,0.034268,-0.037794,-0.012928,0.0000,NO
13,0.6950,0.6950,0.0500,0.050,APPROACHING,0,999.22,992.65,992.30,3.60,-3.05,72.55,0.99922,0.99265,0.99230,0.06286,-0.05316,1.26628,-0.00452,-0.02618,-0.02824,0.08875,-0.12417,-0.56511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99922,0.99265,0.99230,-0.06286,0.05316,-1.26628,0.00452,0.02618,0.02824,-0.08875,0.12417,0.56511,0.0000,,,,0.0042,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.6950,2,0,-0.036533,0.030870,0.042139,0.0000,NO
14,0.7450,0.7450,0.0500,0.050,APPROACHING,0,998.97,991.29,990.82,3.91,-3.27,70.95,0.99897,0.99129,0.99082,0.06830,-0.05709,1.23829,-0.00541,-0.02837,-0.03087,0.06701,-0.10584,-0.54005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99897,0.99129,0.99082,-0.06830,0.05709,-1.23829,0.00541,0.02837,0.03087,-0.06701,0.10584,0.54005,0.0000,,,,0.0061,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.7450,2,0,0.018767,-0.022348,-0.000986,0.0000,NO
15,0.7950,0.7950,0.0500,0.050,APPROACHING,0,998.68,989.82,989.21,4.21,-3.48,69.38,0.99868,0.98982,0.98921,0.07354,-0.06079,1.21089,-0.00637,-0.03052,-0.03350,0.07818,-0.11911,-0.54064,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99868,0.98982,0.98921,-0.07354,0.06079,-1.21089,0.00637,0.03052,0.03350,-0.07818,0.11911,0.54064,0.0000,,,,0.0059,,,,,,"[1.000, 0.000, 0.001, 0.000, 1.000, 0.000]",0x100010,0.7950,2,0,-0.024848,0.019927,0.032842,0.0000,NO
16,0.8450,0.8450,0.0500,0.050,APPROACHING,0,998.34,988.24,987.47,4.51,-3.69,67.83,0.99834,0.98824,0.98747,0.07876,-0.06441,1.18394,-0.00739,-0.03263,-0.03615,0.06340,-0.10728,-0.52111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99834,0.98824,0.98747,-0.07876,0.06441,-1.18394,0.00739,0.03263,0.03615,-0.06340,0.10728,0.52111,0.0000,,,,0.0041,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.8450,2,0,0.009523,-0.012990,0.006029,0.0000,NO
17,0.8950,0.8950,0.0500,0.050,APPROACHING,0,997.94,986.55,985.60,4.80,-3.89,66.32,0.99794,0.98655,0.98560,0.08382,-0.06784,1.15755,-0.00849,-0.03470,-0.03880,0.06907,-0.11500,-0.51753,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99794,0.98655,0.98560,-0.08382,0.06784,-1.15755,0.00849,0.03470,0.03880,-0.06907,0.11500,0.51753,0.0000,,,,0.0041,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.8950,2,0,-0.016736,0.012478,0.026319,0.0000,NO
18,0.9450,0.9450,0.0500,0.050,APPROACHING,0,997.49,984.77,983.59,5.09,-4.08,64.84,0.99749,0.98477,0.98359,0.08883,-0.07119,1.13162,-0.00964,-0.03672,-0.04145,0.05912,-0.10759,-0.50188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99749,0.98477,0.98359,-0.08883,0.07119,-1.13162,0.00964,0.03672,0.04145,-0.05912,0.10759,0.50188,0.0000,,,,0.0042,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.9450,2,0,0.003691,-0.006975,0.010335,0.0000,NO
19,0.9950,0.9950,0.0500,0.050,APPROACHING,0,996.98,982.88,981.45,5.37,-4.26,63.38,0.99698,0.98288,0.98145,0.09368,-0.07437,1.10622,-0.01085,-0.03871,-0.04412,0.06132,-0.11173,-0.49573,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99698,0.98288,0.98145,-0.09368,0.07437,-1.10622,0.01085,0.03871,0.04412,-0.06132,0.11173,0.49573,0.0000,,,,0.0083,,,,,,"[1.000, 0.000, 0.000, 0.000, 1.000, 0.000]",0x100010,0.9950,2,0,-0.012026,0.008310,0.022416,0.0000,NO
