Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
0.0450,Traveling to Target (t = 0.0s),,1.73205,90.00,[],0.0425,0.0500
0.0950,Traveling to Target (t = 0.1s),,1.73205,90.00,[],0.0423,0.1000
0.1450,Traveling to Target (t = 0.1s),,1.73205,90.00,"[1, 5]",0.0131,0.1500
0.1950,Traveling to Target (t = 0.2s),,1.73198,89.58,"[1, 5]",0.0323,0.2000
0.2450,Traveling to Target (t = 0.2s),,1.73176,88.30,"[1, 5]",0.0323,0.2500
0.2950,Traveling to Target (t = 0.3s),,1.73140,86.45,"[1, 5]",0.0341,0.3000
0.3450,Traveling to Target (t = 0.3s),,1.73088,84.61,"[1, 5]",0.0297,0.3500
0.3950,Traveling to Target (t = 0.4s),,1.73022,82.83,"[1, 5]",0.0212,0.4000
0.4450,Traveling to Target (t = 0.4s),,1.72940,81.06,"[1, 5]",0.0043,0.4500
0.4950,Traveling to Target (t = 0.5s),,1.72842,79.35,"[1, 5]",0.0041,0.5000
0.5450,Traveling to Target (t = 0.5s),,1.72729,77.65,"[1, 5]",0.0041,0.5500
0.5950,Traveling to Target (t = 0.6s),,1.72599,76.00,"[1, 5]",0.0079,0.6000
0.6450,Traveling to Target (t = 0.6s),,1.72454,74.37,"[1, 5]",0.0041,0.6500
0.6950,Traveling to Target (t = 0.7s),,1.72292,72.78,"[1, 5]",0.0042,0.7000
0.7450,Traveling to Target (t = 0.7s),,1.72114,71.22,"[1, 5]",0.0061,0.7500
0.7950,Traveling to Target (t = 0.8s),,1.71920,69.69,"[1, 5]",0.0059,0.8000
0.8450,Traveling to Target (t = 0.8s),,1.71709,68.20,"[1, 5]",0.0041,0.8500
0.8950,Traveling to Target (t = 0.9s),,1.71481,66.74,"[1, 5]",0.0041,0.9000
0.9450,Traveling to Target (t = 0.9s),,1.71237,65.31,"[1, 5]",0.0042,0.9500
0.9950,Traveling to Target (t = 1.0s),,1.70976,63.91,"[1, 5]",0.0083,1.0000
1.0450,Traveling to Target (t = 1.0s),,1.70698,62.54,"[1, 5]",0.0042,1.0500
1.0950,Traveling to Target (t = 1.1s),,1.70403,61.21,"[1, 5]",0.0063,1.1000
1.1450,Traveling to Target (t = 1.1s),,1.70091,59.90,"[1, 5]",0.0041,1.1500
1.1950,Traveling to Target (t = 1.2s),,1.69763,58.62,"[1, 5]",0.0041,1.2000
1.2450,Traveling to Target (t = 1.2s),,1.69417,57.37,"[1, 5]",0.0080,1.2500
1.2950,Traveling to Target (t = 1.3s),,1.69055,56.16,"[1, 5]",0.0042,1.3000
1.3450,Traveling to Target (t = 1.3s),,1.68675,54.97,"[1, 5]",0.0065,1.3500
1.3950,Traveling to Target (t = 1.4s),,1.68279,53.80,"[1, 5]",0.0042,1.4000
1.4450,Traveling to Target (t = 1.4s),,1.67866,52.67,"[1, 5]",0.0063,1.4500
1.4950,Traveling to Target (t = 1.5s),,1.67436,51.56,"[1, 5]",0.0079,1.5000
1.5450,Traveling to Target (t = 1.5s),,1.66989,50.48,"[1, 5]",0.0062,1.5500
1.5950,Traveling to Target (t = 1.6s),,1.66525,49.43,"[1, 5]",0.0041,1.6000
1.6450,Traveling to Target (t = 1.6s),,1.66045,48.40,"[1, 5]",0.0041,1.6500
1.6950,Traveling to Target (t = 1.7s),,1.65548,47.40,"[1, 5]",0.0062,1.7000
1.7450,Traveling to Target (t = 1.7s),,1.65034,46.42,"[1, 5]",0.0041,1.7500
1.7950,Traveling to Target (t = 1.8s),,1.64503,45.47,"[1, 5]",0.0080,1.8000
1.8450,Traveling to Target (t = 1.8s),,1.63956,44.54,"[1, 5]",0.0084,1.8500
1.8950,Traveling to Target (t = 1.9s),,1.63392,43.63,"[1, 5]",0.0041,1.9000
1.9450,Traveling to Target (t = 1.9s),,1.62812,42.75,"[1, 5]",0.0041,1.9500
1.9950,Traveling to Target (t = 2.0s),,1.62215,41.89,"[1, 5]",0.0041,2.0000
2.0450,Traveling to Target (t = 2.0s),,1.61602,41.05,"[1, 5]",0.0062,2.0500
2.0950,Traveling to Target (t = 2.1s),,1.60973,40.23,"[1, 3, 5]",0.0100,2.1000
2.1450,Traveling to Target (t = 2.1s),,1.60327,39.44,"[1, 3, 5]",0.0062,2.1500
2.1950,Traveling to Target (t = 2.2s),,1.59662,38.66,"[1, 3, 5]",0.0062,2.2000
2.2450,Traveling to Target (t = 2.2s),,1.58979,37.91,"[1, 3, 5]",0.0061,2.2500
2.2950,Traveling to Target (t = 2.3s),,1.58277,37.17,"[1, 3, 5]",0.0083,2.3000
2.3450,Traveling to Target (t = 2.3s),,1.57557,36.46,"[1, 3, 5]",0.0061,2.3500
2.3950,Traveling to Target (t = 2.4s),,1.56819,35.76,"[1, 3, 5]",0.0062,2.4000
2.4450,Traveling to Target (t = 2.4s),,1.56062,35.08,"[1, 3, 5]",0.0104,2.4500
2.4950,Traveling to Target (t = 2.5s),,1.55286,34.42,"[1, 3, 5]",0.0063,2.5000
2.5450,Traveling to Target (t = 2.5s),,1.54492,33.78,"[1, 3, 5]",0.0041,2.5500
2.5950,Traveling to Target (t = 2.6s),,1.53680,33.16,"[1, 3, 5]",0.0084,2.6000
2.6450,Traveling to Target (t = 2.6s),,1.52848,32.55,"[1, 3, 5]",0.0062,2.6500
2.6950,Traveling to Target (t = 2.7s),,1.51999,31.96,"[1, 3, 5]",0.0085,2.7000
2.7450,Traveling to Target (t = 2.7s),,1.51130,31.38,"[1, 3, 5]",0.0063,2.7500
2.7950,Traveling to Target (t = 2.8s),,1.50244,30.82,"[1, 3, 5]",0.0041,2.8000
2.8450,Traveling to Target (t = 2.8s),,1.49338,30.27,"[1, 5]",0.0064,2.8500
2.8950,Traveling to Target (t = 2.9s),,1.48417,29.74,"[1, 3, 5]",0.0081,2.9000
2.9450,Traveling to Target (t = 2.9s),,1.47478,29.22,"[1, 3, 5]",0.0062,2.9500
2.9950,Traveling to Target (t = 3.0s),,1.46522,28.71,"[1, 3, 5]",0.0063,3.0000
3.0450,Traveling to Target (t = 3.0s),,1.45546,28.22,"[1, 3, 5]",0.0083,3.0500
3.0950,Traveling to Target (t = 3.1s),,1.44553,27.74,"[1, 3]",0.0042,3.1000
3.1450,Traveling to Target (t = 3.1s),,1.43543,27.28,[1],0.0062,3.1500
3.1950,Traveling to Target (t = 3.2s),,1.42522,26.82,[1],0.0041,3.2000
3.2450,Traveling to Target (t = 3.2s),,1.41491,26.38,[1],0.0063,3.2500
3.2950,Traveling to Target (t = 3.3s),,1.40451,25.94,[1],0.0042,3.3000
3.3450,Traveling to Target (t = 3.3s),,1.39401,25.52,[1],0.0042,3.3500
3.3950,Traveling to Target (t = 3.4s),,1.38342,25.11,[1],0.0082,3.4000
3.4450,Traveling to Target (t = 3.4s),,1.37273,24.71,"[1, 3]",0.0080,3.4500
3.4950,Traveling to Target (t = 3.5s),,1.36193,24.32,"[1, 3]",0.0042,3.5000
3.5450,Traveling to Target (t = 3.5s),,1.35098,23.94,[1],0.0061,3.5500
3.5950,Traveling to Target (t = 3.6s),,1.33991,23.56,[1],0.0041,3.6000
3.6450,Traveling to Target (t = 3.6s),,1.32875,23.20,[1],0.0062,3.6500
3.6950,Traveling to Target (t = 3.7s),,1.31749,22.84,[1],0.0041,3.7000
3.7450,Traveling to Target (t = 3.7s),,1.30614,22.50,[1],0.0064,3.7500
3.7950,Traveling to Target (t = 3.8s),,1.29470,22.16,[1],0.0040,3.8000
3.8450,Traveling to Target (t = 3.8s),,1.28316,21.83,[1],0.0063,3.8500
3.8950,Traveling to Target (t = 3.9s),,1.27153,21.50,[1],0.0041,3.9000
3.9450,Traveling to Target (t = 3.9s),,1.25981,21.19,[1],0.0061,3.9500
3.9950,Traveling to Target (t = 4.0s),,1.24799,20.87,[1],0.0041,4.0000
4.0450,Traveling to Target (t = 4.0s),,1.23608,20.57,[1],0.0042,4.0500
4.0950,Traveling to Target (t = 4.1s),,1.22408,20.27,[1],0.0062,4.1000
4.1450,Traveling to Target (t = 4.1s),,1.21199,19.98,[1],0.0058,4.1500
4.1950,Traveling to Target (t = 4.2s),,1.19980,19.70,[1],0.0041,4.2000
4.2450,Traveling to Target (t = 4.2s),,1.18751,19.42,[1],0.0062,4.2500
4.2950,Traveling to Target (t = 4.3s),,1.17514,19.14,[1],0.0063,4.3000
4.3450,Traveling to Target (t = 4.3s),,1.16267,18.87,[1],0.0040,4.3500
4.3950,Traveling to Target (t = 4.4s),,1.15011,18.61,[1],0.0062,4.4000
4.4450,Traveling to Target (t = 4.4s),,1.13746,18.35,[1],0.0063,4.4500
4.4950,Traveling to Target (t = 4.5s),,1.12472,18.10,[1],0.0041,4.5000
4.5450,Traveling to Target (t = 4.5s),,1.11188,17.84,[1],0.0062,4.5500
4.5950,Traveling to Target (t = 4.6s),,1.09895,17.60,[1],0.0063,4.6000
4.6450,Traveling to Target (t = 4.6s),,1.08593,17.36,[1],0.0062,4.6500
4.6950,Traveling to Target (t = 4.7s),,1.07282,17.12,[1],0.0063,4.7000
4.7450,Traveling to Target (t = 4.7s),,1.05961,16.88,[1],0.0040,4.7500
4.7950,Traveling to Target (t = 4.8s),,1.04631,16.65,[1],0.0062,4.8000
4.8450,Traveling to Target (t = 4.8s),,1.03293,16.42,[1],0.0063,4.8500
4.8950,Traveling to Target (t = 4.9s),,1.01945,16.20,[1],0.0063,4.9000
4.9450,Traveling to Target (t = 4.9s),,1.00588,15.98,[1],0.0063,4.9500
4.9950,Traveling to Target (t = 5.0s),,0.99222,15.76,[1],0.0063,5.0000
5.0450,Traveling to Target (t = 5.0s),,0.97847,15.54,[1],0.0063,5.0500
5.0950,Traveling to Target (t = 5.1s),,0.96463,15.33,[],0.0041,5.1000
5.1450,Traveling to Target (t = 5.1s),,0.95075,15.12,[],0.0058,5.1500
5.1950,Traveling to Target (t = 5.2s),,0.93689,14.91,[],0.0040,5.2000
5.2450,Traveling to Target (t = 5.2s),,0.92304,14.70,[],0.0040,5.2500
5.2950,Traveling to Target (t = 5.3s),,0.90922,14.50,[],0.0041,5.3000
5.3450,Traveling to Target (t = 5.3s),,0.89541,14.30,[],0.0040,5.3500
5.3950,Traveling to Target (t = 5.4s),,0.88162,14.10,[],0.0041,5.4000
5.4450,Traveling to Target (t = 5.4s),,0.86785,13.90,[],0.0041,5.4500
5.4950,Traveling to Target (t = 5.5s),,0.85410,13.70,[],0.0040,5.5000
5.5450,Traveling to Target (t = 5.5s),,0.84037,13.51,[],0.0041,5.5500
5.5950,Traveling to Target (t = 5.6s),,0.82666,13.31,[],0.0041,5.6000
5.6450,Traveling to Target (t = 5.6s),,0.81298,13.12,[],0.0041,5.6500
5.6950,Traveling to Target (t = 5.7s),,0.79933,12.93,[],0.0041,5.7000
5.7450,Traveling to Target (t = 5.7s),,0.78570,12.74,[],0.0042,5.7500
5.7950,Traveling to Target (t = 5.8s),,0.77210,12.55,[],0.0042,5.8000
5.8450,Traveling to Target (t = 5.8s),,0.75853,12.37,[],0.0041,5.8500
5.8950,Traveling to Target (t = 5.9s),,0.74499,12.18,[],0.0040,5.9000
5.9450,Traveling to Target (t = 5.9s),,0.73149,12.00,[],0.0041,5.9500
5.9950,Traveling to Target (t = 6.0s),,0.71802,11.81,[],0.0041,6.0000
6.0450,Traveling to Target (t = 6.0s),,0.70459,11.63,[],0.0041,6.0500
6.0950,Traveling to Target (t = 6.1s),,0.69119,11.45,[],0.0041,6.1000
6.1450,Traveling to Target (t = 6.1s),,0.67784,11.27,[],0.0041,6.1500
6.1950,Traveling to Target (t = 6.2s),,0.66453,11.09,[],0.0041,6.2000
6.2450,Traveling to Target (t = 6.2s),,0.65127,10.91,[],0.0041,6.2500
6.2950,Traveling to Target (t = 6.3s),,0.63806,10.73,[],0.0040,6.3000
6.3450,Traveling to Target (t = 6.3s),,0.62490,10.55,[],0.0042,6.3500
6.3950,Traveling to Target (t = 6.4s),,0.61179,10.37,[],0.0041,6.4000
6.4450,Traveling to Target (t = 6.4s),,0.59875,10.20,[],0.0041,6.4500
6.4950,Traveling to Target (t = 6.5s),,0.58577,10.02,[],0.0041,6.5000
6.5450,Traveling to Target (t = 6.5s),,0.57286,9.85,[],0.0041,6.5500
6.5950,Traveling to Target (t = 6.6s),,0.56002,9.67,[],0.0058,6.6000
6.6450,Traveling to Target (t = 6.6s),,0.54726,9.50,[],0.0040,6.6500
6.6950,Traveling to Target (t = 6.7s),,0.53458,9.32,[],0.0041,6.7000
6.7450,Traveling to Target (t = 6.7s),,0.52199,9.15,[],0.0042,6.7500
6.7950,Traveling to Target (t = 6.8s),,0.50950,8.97,[],0.0040,6.8000
6.8450,Traveling to Target (t = 6.8s),,0.49712,8.80,[],0.0041,6.8500
6.8950,Traveling to Target (t = 6.9s),,0.48484,8.63,[],0.0042,6.9000
6.9450,Traveling to Target (t = 6.9s),,0.47268,8.46,[],0.0041,6.9500
6.9950,Traveling to Target (t = 7.0s),,0.46066,8.28,[],0.0041,7.0000
7.0450,Traveling to Target (t = 7.0s),,0.44877,8.11,[],0.0040,7.0500
7.0950,Traveling to Target (t = 7.1s),,0.43704,7.94,[],0.0041,7.1000
7.1450,Traveling to Target (t = 7.1s),,0.42547,7.77,[],0.0041,7.1500
7.1950,Traveling to Target (t = 7.2s),,0.41408,7.60,[],0.0041,7.2000
7.2450,Traveling to Target (t = 7.2s),,0.40288,7.43,[],0.0042,7.2500
7.2950,Traveling to Target (t = 7.3s),,0.39189,7.26,[],0.0042,7.3000
7.3450,Traveling to Target (t = 7.3s),,0.38113,7.09,[],0.0041,7.3500
7.3950,Traveling to Target (t = 7.4s),,0.37061,6.92,[],0.0040,7.4000
7.4450,Traveling to Target (t = 7.4s),,0.36037,6.75,[],0.0041,7.4500
7.4950,Traveling to Target (t = 7.5s),,0.35041,6.58,[],0.0042,7.5000
7.5450,Traveling to Target (t = 7.5s),,0.34078,6.41,[],0.0040,7.5500
7.5950,Traveling to Target (t = 7.6s),,0.33149,6.24,[],0.0040,7.6000
7.6450,Traveling to Target (t = 7.6s),,0.32258,6.08,[],0.0040,7.6500
7.6950,Traveling to Target (t = 7.7s),,0.31408,5.91,[],0.0040,7.7000
7.7450,Traveling to Target (t = 7.7s),,0.30602,5.74,[],0.0042,7.7500
7.7950,Traveling to Target (t = 7.8s),,0.29843,5.58,[],0.0041,7.8000
7.8450,Traveling to Target (t = 7.8s),,0.29137,5.41,[],0.0041,7.8500
7.8950,Traveling to Target (t = 7.9s),,0.28485,5.25,[],0.0041,7.9000
