Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
1.4950,Traveling to Target (t = 1.5s),,1.65220,56.29,"[1, 4, 5]",0.0032,1.5000
1.5450,Traveling to Target (t = 1.5s),,1.64678,55.21,"[1, 4, 5]",0.0021,1.5500
1.5950,Traveling to Target (t = 1.6s),,1.64120,54.15,"[1, 3, 4, 5]",0.0030,1.6000
1.6450,Traveling to Target (t = 1.6s),,1.63547,53.12,"[1, 3, 4, 5]",0.0021,1.6500
1.6950,Traveling to Target (t = 1.7s),,1.62959,52.10,"[1, 3, 4, 5]",0.0021,1.7000
1.7450,Traveling to Target (t = 1.7s),,1.62355,51.11,"[1, 3, 4, 5]",0.0032,1.7500
1.7950,Traveling to Target (t = 1.8s),,1.61736,50.15,"[1, 3, 4, 5]",0.0021,1.8000
1.8450,Traveling to Target (t = 1.8s),,1.61103,49.20,"[1, 3, 4, 5]",0.0021,1.8500
1.8950,Traveling to Target (t = 1.9s),,1.60454,48.28,"[1, 3, 5]",0.0064,1.9000
1.9450,Traveling to Target (t = 1.9s),,1.59789,47.37,"[1, 3, 5]",0.0021,1.9500
1.9950,Traveling to Target (t = 2.0s),,1.59109,46.49,"[1, 3, 5]",0.0021,2.0000
2.0450,Traveling to Target (t = 2.0s),,1.58413,45.62,"[1, 3, 5]",0.0021,2.0500
2.0950,Traveling to Target (t = 2.1s),,1.57700,44.78,"[1, 3, 5]",0.0021,2.1000
2.1450,Traveling to Target (t = 2.1s),,1.56972,43.95,"[1, 3, 5]",0.0032,2.1500
2.1950,Traveling to Target (t = 2.2s),,1.56227,43.14,"[1, 3, 5]",0.0032,2.2000
2.2450,Traveling to Target (t = 2.2s),,1.55465,42.35,"[1, 3, 5]",0.0063,2.2500
2.2950,Traveling to Target (t = 2.3s),,1.54687,41.58,"[1, 3, 5]",0.0021,2.3000
2.3450,Traveling to Target (t = 2.3s),,1.53892,40.83,"[1, 3, 5]",0.0021,2.3500
2.3950,Traveling to Target (t = 2.4s),,1.53081,40.09,"[1, 3, 5]",0.0022,2.4000
2.4450,Traveling to Target (t = 2.4s),,1.52252,39.38,"[1, 3, 5]",0.0022,2.4500
2.4950,Traveling to Target (t = 2.5s),,1.51407,38.67,"[1, 3, 5]",0.0021,2.5000
2.5450,Traveling to Target (t = 2.5s),,1.50545,37.99,"[1, 3, 5]",0.0022,2.5500
2.5950,Traveling to Target (t = 2.6s),,1.49665,37.32,"[1, 3, 5]",0.0021,2.6000
2.6450,Traveling to Target (t = 2.6s),,1.48769,36.66,"[1, 3, 5]",0.0052,2.6500
2.6950,Traveling to Target (t = 2.7s),,1.47855,36.02,"[1, 3, 5]",0.0021,2.7000
2.7450,Traveling to Target (t = 2.7s),,1.46924,35.40,"[1, 3, 5]",0.0021,2.7500
2.7950,Traveling to Target (t = 2.8s),,1.45977,34.79,"[1, 3, 5]",0.0021,2.8000
2.8450,Traveling to Target (t = 2.8s),,1.45011,34.20,"[1, 3, 5]",0.0021,2.8500
2.8950,Traveling to Target (t = 2.9s),,1.44029,33.61,"[1, 3, 5]",0.0031,2.9000
2.9450,Traveling to Target (t = 2.9s),,1.43029,33.05,"[1, 3, 5]",0.0020,2.9500
2.9950,Traveling to Target (t = 3.0s),,1.42012,32.49,"[1, 3, 5]",0.0021,3.0000
3.0450,Traveling to Target (t = 3.0s),,1.40978,31.95,"[1, 3, 5]",0.0032,3.0500
3.0950,Traveling to Target (t = 3.1s),,1.39926,31.42,"[1, 3, 5]",0.0031,3.1000
3.1450,Traveling to Target (t = 3.1s),,1.38857,30.90,"[1, 3, 5]",0.0032,3.1500
3.1950,Traveling to Target (t = 3.2s),,1.37770,30.40,"[1, 3, 5]",0.0021,3.2000
3.2450,Traveling to Target (t = 3.2s),,1.36667,29.90,"[1, 3, 5]",0.0032,3.2500
3.2950,Traveling to Target (t = 3.3s),,1.35545,29.42,"[1, 3, 5]",0.0032,3.3000
3.3450,Traveling to Target (t = 3.3s),,1.34407,28.95,"[1, 3, 5]",0.0021,3.3500
3.3950,Traveling to Target (t = 3.4s),,1.33251,28.49,"[1, 3, 5]",0.0032,3.4000
3.4450,Traveling to Target (t = 3.4s),,1.32078,28.04,"[1, 3, 5]",0.0022,3.4500
3.4950,Traveling to Target (t = 3.5s),,1.30888,27.59,"[1, 3, 5]",0.0032,3.5000
3.5450,Traveling to Target (t = 3.5s),,1.29681,27.16,"[1, 3, 5]",0.0032,3.5500
3.5950,Traveling to Target (t = 3.6s),,1.28456,26.74,"[1, 3, 5]",0.0032,3.6000
3.6450,Traveling to Target (t = 3.6s),,1.27215,26.33,"[1, 3, 5]",0.0062,3.6500
3.6950,Traveling to Target (t = 3.7s),,1.25956,25.92,"[1, 3, 5]",0.0032,3.7000
3.7450,Traveling to Target (t = 3.7s),,1.24680,25.53,"[1, 3, 5]",0.0020,3.7500
3.7950,Traveling to Target (t = 3.8s),,1.23387,25.14,"[1, 3, 5]",0.0032,3.8000
3.8450,Traveling to Target (t = 3.8s),,1.22078,24.76,"[1, 3, 5]",0.0042,3.8500
3.8950,Traveling to Target (t = 3.9s),,1.20751,24.38,"[1, 3, 5]",0.0032,3.9000
3.9450,Traveling to Target (t = 3.9s),,1.19408,24.02,"[1, 3, 5]",0.0043,3.9500
3.9950,Traveling to Target (t = 4.0s),,1.18048,23.66,"[1, 3, 5]",0.0033,4.0000
4.0450,Traveling to Target (t = 4.0s),,1.16672,23.31,"[1, 3, 5]",0.0032,4.0500
4.0950,Traveling to Target (t = 4.1s),,1.15279,22.96,"[1, 3, 5]",0.0032,4.1000
4.1450,Traveling to Target (t = 4.1s),,1.13870,22.62,"[1, 3, 5]",0.0042,4.1500
4.1950,Traveling to Target (t = 4.2s),,1.12445,22.29,"[1, 3, 5]",0.0021,4.2000
4.2450,Traveling to Target (t = 4.2s),,1.11003,21.96,"[1, 3, 5, 6]",0.0021,4.2500
4.2950,Traveling to Target (t = 4.3s),,1.09548,21.64,"[1, 3, 5, 6]",0.0032,4.3000
4.3450,Traveling to Target (t = 4.3s),,1.08080,21.32,"[1, 3, 6]",0.0042,4.3500
4.3950,Traveling to Target (t = 4.4s),,1.06601,21.01,"[1, 3, 6]",0.0043,4.4000
4.4450,Traveling to Target (t = 4.4s),,1.05113,20.70,"[1, 3, 6]",0.0043,4.4500
4.4950,Traveling to Target (t = 4.5s),,1.03616,20.40,"[1, 3, 6]",0.0021,4.5000
4.5450,Traveling to Target (t = 4.5s),,1.02109,20.10,"[1, 3, 6]",0.0032,4.5500
4.5950,Traveling to Target (t = 4.6s),,1.00594,19.80,"[1, 3, 6]",0.0021,4.6000
4.6450,Traveling to Target (t = 4.6s),,0.99068,19.51,"[1, 3, 6]",0.0032,4.6500
4.6950,Traveling to Target (t = 4.7s),,0.97533,19.23,"[1, 3, 6]",0.0032,4.7000
4.7450,Traveling to Target (t = 4.7s),,0.95989,18.95,"[1, 3, 6]",0.0032,4.7500
4.7950,Traveling to Target (t = 4.8s),,0.94435,18.67,"[1, 3, 6]",0.0039,4.8000
4.8450,Traveling to Target (t = 4.8s),,0.92871,18.39,"[1, 3, 6]",0.0032,4.8500
4.8950,Traveling to Target (t = 4.9s),,0.91296,18.12,"[1, 3, 6]",0.0033,4.9000
4.9450,Traveling to Target (t = 4.9s),,0.89712,17.85,"[1, 3, 6]",0.0033,4.9500
4.9950,Traveling to Target (t = 5.0s),,0.88118,17.59,"[1, 3, 6]",0.0035,5.0000
5.0450,Traveling to Target (t = 5.0s),,0.86514,17.33,"[1, 3, 6]",0.0033,5.0500
5.0950,Traveling to Target (t = 5.1s),,0.84900,17.07,"[1, 3, 6]",0.0044,5.1000
5.1450,Traveling to Target (t = 5.1s),,0.83275,16.82,"[1, 3, 6]",0.0022,5.1500
5.1950,Traveling to Target (t = 5.2s),,0.81640,16.56,"[1, 3, 6]",0.0033,5.2000
5.2450,Traveling to Target (t = 5.2s),,0.79995,16.32,"[1, 3, 6]",0.0024,5.2500
5.2950,Traveling to Target (t = 5.3s),,0.78339,16.07,"[1, 3, 6]",0.0043,5.3000
5.3450,Traveling to Target (t = 5.3s),,0.76673,15.83,"[1, 3, 4, 6]",0.0033,5.3500
5.3950,Traveling to Target (t = 5.4s),,0.74999,15.58,"[1, 3, 4, 6]",0.0036,5.4000
5.4450,Traveling to Target (t = 5.4s),,0.73321,15.35,"[1, 4, 6]",0.0032,5.4500
5.4950,Traveling to Target (t = 5.5s),,0.71642,15.11,"[1, 4, 6]",0.0022,5.5000
5.5450,Traveling to Target (t = 5.5s),,0.69965,14.88,"[1, 4, 6]",0.0021,5.5500
5.5950,Traveling to Target (t = 5.6s),,0.68290,14.64,"[1, 4, 6]",0.0022,5.6000
5.6450,Traveling to Target (t = 5.6s),,0.66616,14.41,"[1, 4, 6]",0.0033,5.6500
5.6950,Traveling to Target (t = 5.7s),,0.64944,14.19,"[1, 2, 4, 6]",0.0022,5.7000
5.7450,Traveling to Target (t = 5.7s),,0.63278,13.96,"[2, 4, 6]",0.0033,5.7500
5.7950,Traveling to Target (t = 5.8s),,0.61626,13.74,"[2, 4, 6]",0.0022,5.8000
5.8450,Traveling to Target (t = 5.8s),,0.59993,13.52,"[2, 4, 6]",0.0023,5.8500
5.8950,Traveling to Target (t = 5.9s),,0.58378,13.30,"[2, 4, 6]",0.0021,5.9000
5.9450,Traveling to Target (t = 5.9s),,0.56782,13.09,"[2, 4, 6]",0.0022,5.9500
5.9950,Traveling to Target (t = 6.0s),,0.55205,12.87,"[2, 4, 6]",0.0022,6.0000
6.0450,Traveling to Target (t = 6.0s),,0.53646,12.66,"[2, 4, 6]",0.0022,6.0500
6.0950,Traveling to Target (t = 6.1s),,0.52106,12.45,"[2, 4, 6]",0.0022,6.1000
6.1450,Traveling to Target (t = 6.1s),,0.50585,12.24,"[2, 4, 6]",0.0022,6.1500
6.1950,Traveling to Target (t = 6.2s),,0.49082,12.04,"[2, 4, 6]",0.0022,6.2000
6.2450,Traveling to Target (t = 6.2s),,0.47598,11.83,"[2, 4, 6]",0.0022,6.2500
6.2950,Traveling to Target (t = 6.3s),,0.46133,11.63,"[2, 4, 6]",0.0022,6.3000
6.3450,Traveling to Target (t = 6.3s),,0.44687,11.43,"[2, 4, 6]",0.0022,6.3500
6.3950,Traveling to Target (t = 6.4s),,0.43260,11.23,"[2, 4, 6]",0.0022,6.4000
6.4450,Traveling to Target (t = 6.4s),,0.41852,11.04,"[2, 4, 6]",0.0022,6.4500
6.4950,Traveling to Target (t = 6.5s),,0.40463,10.84,"[2, 4, 6]",0.0022,6.5000
6.5450,Traveling to Target (t = 6.5s),,0.39093,10.65,"[2, 4, 6]",0.0022,6.5500
6.5950,Traveling to Target (t = 6.6s),,0.37742,10.46,"[2, 4, 6]",0.0033,6.6000
6.6450,Traveling to Target (t = 6.6s),,0.36410,10.27,"[2, 4, 6]",0.0022,6.6500
6.6950,Traveling to Target (t = 6.7s),,0.35097,10.08,"[2, 4, 6]",0.0022,6.7000
6.7450,Traveling to Target (t = 6.7s),,0.33804,9.90,"[2, 4, 6]",0.0022,6.7500
6.7950,Traveling to Target (t = 6.8s),,0.32530,9.72,"[2, 4, 6]",0.0022,6.8000
6.8450,Traveling to Target (t = 6.8s),,0.31275,9.54,"[2, 4, 6]",0.0022,6.8500
6.8950,Traveling to Target (t = 6.9s),,0.30040,9.36,"[2, 4, 6]",0.0022,6.9000
6.9450,Traveling to Target (t = 6.9s),,0.28825,9.18,"[2, 4, 6]",0.0023,6.9500
6.9950,Traveling to Target (t = 7.0s),,0.27629,9.00,"[2, 4, 6]",0.0022,7.0000
7.0450,Traveling to Target (t = 7.0s),,0.26454,8.83,"[2, 4, 6]",0.0022,7.0500
7.0950,Traveling to Target (t = 7.1s),,0.25299,8.66,"[2, 4, 6]",0.0022,7.1000
7.1450,Traveling to Target (t = 7.1s),,0.24164,8.49,"[2, 4, 6]",0.0021,7.1500
7.1950,Traveling to Target (t = 7.2s),,0.23050,8.32,"[2, 4, 6]",0.0022,7.2000
7.2450,Traveling to Target (t = 7.2s),,0.21957,8.15,"[2, 4, 6]",0.0022,7.2500
7.2950,Traveling to Target (t = 7.3s),,0.20885,7.99,"[2, 4, 6]",0.0022,7.3000
7.3450,Traveling to Target (t = 7.3s),,0.19835,7.83,"[2, 4, 6]",0.0022,7.3500
7.3950,Traveling to Target (t = 7.4s),,0.18807,7.67,"[2, 4, 6]",0.0022,7.4000
7.4450,Traveling to Target (t = 7.4s),,0.17801,7.51,"[2, 4, 6]",0.0024,7.4500
7.4950,Traveling to Target (t = 7.5s),,0.16818,7.35,"[2, 4, 6]",0.0022,7.5000
7.5450,Traveling to Target (t = 7.5s),,0.15860,7.20,"[2, 4, 6]",0.0021,7.5500
7.5950,Traveling to Target (t = 7.6s),,0.14926,7.04,"[2, 4, 6]",0.0022,7.6000
7.6450,Traveling to Target (t = 7.6s),,0.14018,6.89,"[2, 4, 6]",0.0022,7.6500
7.6950,Traveling to Target (t = 7.7s),,0.13137,6.74,"[2, 4, 6]",0.0022,7.7000
7.7450,Traveling to Target (t = 7.7s),,0.12284,6.60,"[2, 4, 6]",0.0021,7.7500
7.7950,Traveling to Target (t = 7.8s),,0.11462,6.45,"[2, 4, 6]",0.0022,7.8000
7.8450,Traveling to Target (t = 7.8s),,0.10673,6.31,"[2, 4, 6]",0.0023,7.8500
7.8950,Traveling to Target (t = 7.9s),,0.09919,6.17,"[2, 4, 6]",0.0022,7.9000
7.9450,Traveling to Target (t = 7.9s),,0.09204,6.03,"[2, 4, 6]",0.0022,7.9500
7.9950,Traveling to Target (t = 8.0s),,0.08533,5.89,"[2, 4, 6]",0.0022,8.0000
8.0450,Traveling to Target (t = 8.0s),,0.07909,5.76,"[2, 4, 6]",0.0022,8.0500
8.0950,Traveling to Target (t = 8.1s),,0.07340,5.62,"[2, 4, 6]",0.0022,8.1000
8.1450,Traveling to Target (t = 8.1s),,0.06833,5.49,"[2, 4, 6]",0.0021,8.1500
8.1950,Traveling to Target (t = 8.2s),,0.06395,5.36,"[2, 4, 6]",0.0032,8.2000
8.2450,Traveling to Target (t = 8.2s),,0.06034,5.24,"[2, 4, 6]",0.0021,8.2500
8.2950,Traveling to Target (t = 8.3s),,0.05758,5.12,"[2, 4, 6]",0.0022,8.3000
8.3450,Traveling to Target (t = 8.3s),,0.05572,5.00,"[2, 4, 6]",0.0022,8.3500
8.3950,Traveling to Target (t = 8.4s),,0.05478,4.88,"[2, 4, 6]",0.0021,8.4000
8.4450,Traveling to Target (t = 8.4s),,0.05474,4.77,"[2, 4, 6]",0.0022,8.4500
8.4950,Traveling to Target (t = 8.5s),,0.05554,4.66,"[2, 4, 6]",0.0043,8.5000
8.5450,Traveling to Target (t = 8.5s),,0.05707,4.56,"[2, 4, 6]",0.0022,8.5500
8.5950,Traveling to Target (t = 8.6s),,0.05922,4.47,"[2, 4, 6]",0.0021,8.6000
8.6450,Traveling to Target (t = 8.6s),,0.06186,4.38,"[2, 4, 6]",0.0022,8.6500
8.6950,Traveling to Target (t = 8.7s),,0.06490,4.30,"[2, 4, 6]",0.0022,8.7000
8.7450,Traveling to Target (t = 8.7s),,0.06822,4.22,"[2, 4, 6]",0.0021,8.7500
8.7950,Traveling to Target (t = 8.8s),,0.07175,4.15,"[2, 4, 6]",0.0021,8.8000
8.8450,Traveling to Target (t = 8.8s),,0.07542,4.08,"[2, 4, 6]",0.0021,8.8500
8.8950,Traveling to Target (t = 8.9s),,0.07917,4.01,"[2, 4, 6]",0.0022,8.9000
8.9450,Traveling to Target (t = 8.9s),,0.08295,3.94,"[2, 4, 6]",0.0022,8.9500
8.9950,Traveling to Target (t = 9.0s),,0.08674,3.88,"[2, 4, 6]",0.0032,9.0000
9.0450,Traveling to Target (t = 9.0s),,0.09050,3.82,"[2, 4, 6]",0.0021,9.0500
9.0950,Traveling to Target (t = 9.1s),,0.09421,3.76,"[2, 4, 6]",0.0021,9.1000
9.1450,Traveling to Target (t = 9.1s),,0.09785,3.70,"[2, 4, 6]",0.0022,9.1500
9.1950,Traveling to Target (t = 9.2s),,0.10140,3.64,"[2, 4, 6]",0.0021,9.2000
9.2450,Traveling to Target (t = 9.2s),,0.10487,3.58,"[2, 4, 6]",0.0021,9.2500
9.2950,Traveling to Target (t = 9.3s),,0.10822,3.53,"[2, 4, 6]",0.0021,9.3000
9.3450,Traveling to Target (t = 9.3s),,0.11147,3.47,"[2, 4, 6]",0.0033,9.3500
9.3950,Traveling to Target (t = 9.4s),,0.11459,3.42,"[2, 4, 6]",0.0021,9.4000
9.4450,Traveling to Target (t = 9.4s),,0.11759,3.37,"[2, 4, 6]",0.0033,9.4500
9.4950,Traveling to Target (t = 9.5s),,0.12047,3.32,"[2, 4, 6]",0.0032,9.5000
9.5450,Traveling to Target (t = 9.5s),,0.12321,3.27,"[2, 4, 6]",0.0022,9.5500
9.5950,Traveling to Target (t = 9.6s),,0.12582,3.22,"[2, 4, 6]",0.0021,9.6000
9.6450,Traveling to Target (t = 9.6s),,0.12829,3.17,"[2, 4, 6]",0.0022,9.6500
9.6950,Traveling to Target (t = 9.7s),,0.13063,3.13,"[2, 4, 6]",0.0021,9.7000
9.7450,Traveling to Target (t = 9.7s),,0.13282,3.08,"[2, 4, 5, 6]",0.0022,9.7500
9.7950,Traveling to Target (t = 9.8s),,0.13490,3.04,"[2, 4, 6]",0.0022,9.8000
9.8450,Traveling to Target (t = 9.8s),,0.13686,2.99,"[2, 4, 5, 6]",0.0022,9.8500
9.8950,Traveling to Target (t = 9.9s),,0.13870,2.95,"[2, 4, 5, 6]",0.0022,9.9000
9.9450,Traveling to Target (t = 9.9s),,0.14044,2.90,"[2, 4, 5, 6]",0.0021,9.9500
9.9950,Traveling to Target (t = 10.0s),,0.14206,2.86,"[2, 4, 5, 6]",0.0032,10.0000
10.0450,Traveling to Target (t = 10.0s),,0.14357,2.82,"[2, 4, 5, 6]",0.0021,10.0500
10.0950,Traveling to Target (t = 10.1s),,0.14497,2.77,"[2, 4, 5, 6]",0.0021,10.1000
10.1450,Traveling to Target (t = 10.1s),,0.14625,2.73,"[2, 4, 5, 6]",0.0021,10.1500
10.1950,Traveling to Target (t = 10.2s),,0.14741,2.69,"[2, 4, 5, 6]",0.0022,10.2000
10.2450,Traveling to Target (t = 10.2s),,0.14844,2.65,"[2, 4, 5, 6]",0.0021,10.2500
10.2950,Traveling to Target (t = 10.3s),,0.14935,2.61,"[2, 4, 5, 6]",0.0021,10.3000
10.3450,Traveling to Target (t = 10.3s),,0.15013,2.57,"[2, 4, 5, 6]",0.0031,10.3500
10.3950,Traveling to Target (t = 10.4s),,0.15079,2.53,"[2, 4, 5, 6]",0.0021,10.4000
10.4450,Traveling to Target (t = 10.4s),,0.15131,2.49,"[2, 4, 5, 6]",0.0021,10.4500
10.4950,Traveling to Target (t = 10.5s),,0.15170,2.45,"[2, 4, 5, 6]",0.0021,10.5000
10.5450,Traveling to Target (t = 10.5s),,0.15196,2.41,"[2, 4, 5, 6]",0.0021,10.5500
10.5950,Traveling to Target (t = 10.6s),,0.15208,2.37,"[2, 4, 5, 6]",0.0021,10.6000
10.6450,Traveling to Target (t = 10.6s),,0.15207,2.34,"[2, 4, 5]",0.0032,10.6500
10.6950,Traveling to Target (t = 10.7s),,0.15193,2.30,"[2, 4, 5]",0.0022,10.7000
10.7450,Traveling to Target (t = 10.7s),,0.15167,2.26,"[2, 4, 5, 6]",0.0021,10.7500
10.7950,Traveling to Target (t = 10.8s),,0.15129,2.22,"[2, 4, 5]",0.0031,10.8000
10.8450,Traveling to Target (t = 10.8s),,0.15077,2.19,"[2, 4, 5, 6]",0.0033,10.8500
10.8950,Traveling to Target (t = 10.9s),,0.15011,2.15,"[2, 4, 5]",0.0032,10.9000
10.9450,Traveling to Target (t = 10.9s),,0.14932,2.12,"[2, 4, 5, 6]",0.0032,10.9500
10.9950,Traveling to Target (t = 11.0s),,0.14840,2.08,"[2, 4, 5, 6]",0.0033,11.0000
11.0450,Traveling to Target (t = 11.0s),,0.14733,2.05,"[2, 4, 5]",0.0021,11.0500
11.0950,Traveling to Target (t = 11.1s),,0.14612,2.01,"[2, 4, 5, 6]",0.0021,11.1000
11.1450,Traveling to Target (t = 11.1s),,0.14477,1.98,"[2, 4, 5, 6]",0.0032,11.1500
11.1950,Traveling to Target (t = 11.2s),,0.14328,1.94,"[2, 4, 5, 6]",0.0021,11.2000
11.2450,Traveling to Target (t = 11.2s),,0.14164,1.91,"[2, 4, 5, 6]",0.0022,11.2500
11.2950,Traveling to Target (t = 11.3s),,0.13986,1.88,"[2, 4, 5, 6]",0.0021,11.3000
11.3450,Traveling to Target (t = 11.3s),,0.13793,1.85,"[2, 4, 5]",0.0032,11.3500
11.3950,Traveling to Target (t = 11.4s),,0.13586,1.81,"[2, 4, 5, 6]",0.0034,11.4000
11.4450,Traveling to Target (t = 11.4s),,0.13365,1.78,"[2, 4, 5, 6]",0.0021,11.4500
11.4950,Traveling to Target (t = 11.5s),,0.13130,1.75,"[2, 4, 5, 6]",0.0021,11.5000
11.5450,Traveling to Target (t = 11.5s),,0.12880,1.72,"[2, 4, 5, 6]",0.0021,11.5500
11.5950,Traveling to Target (t = 11.6s),,0.12615,1.69,"[1, 2, 4, 5, 6]",0.0021,11.6000
11.6450,Traveling to Target (t = 11.6s),,0.12339,1.66,"[2, 4, 5, 6]",0.0021,11.6500
11.6950,Traveling to Target (t = 11.7s),,0.12051,1.63,"[1, 2, 4, 5, 6]",0.0022,11.7000
11.7450,Traveling to Target (t = 11.7s),,0.11752,1.61,"[1, 2, 4, 5, 6]",0.0021,11.7500
11.7950,Traveling to Target (t = 11.8s),,0.11444,1.58,"[1, 2, 4, 5, 6]",0.0021,11.8000
11.8450,Traveling to Target (t = 11.8s),,0.11126,1.55,"[1, 2, 4, 5]",0.0021,11.8500
11.8950,Traveling to Target (t = 11.9s),,0.10801,1.52,"[1, 2, 4, 5, 6]",0.0021,11.9000
11.9450,Traveling to Target (t = 11.9s),,0.10467,1.49,"[1, 2, 4, 5, 6]",0.0021,11.9500
11.9950,Traveling to Target (t = 12.0s),,0.10123,1.47,"[1, 2, 3, 4, 5, 6]",0.0022,12.0000
12.0450,Traveling to Target (t = 12.0s),,0.09776,1.44,"[1, 2, 3, 4, 5, 6]",0.0021,12.0500
12.0950,Traveling to Target (t = 12.1s),,0.09428,1.42,"[1, 2, 3, 4, 6]",0.0021,12.1000
12.1450,Traveling to Target (t = 12.1s),,0.09080,1.39,"[1, 2, 3, 4, 5]",0.0021,12.1500
12.1950,Traveling to Target (t = 12.2s),,0.08732,1.36,"[1, 2, 3, 4, 5, 6]",0.0033,12.2000
12.2450,Traveling to Target (t = 12.2s),,0.08384,1.34,"[1, 3, 4, 5, 6]",0.0021,12.2500
12.2950,Traveling to Target (t = 12.3s),,0.08040,1.31,"[1, 3, 4, 5, 6]",0.0021,12.3000
12.3450,Traveling to Target (t = 12.3s),,0.07700,1.29,"[1, 3, 4, 5, 6]",0.0022,12.3500
12.3950,Traveling to Target (t = 12.4s),,0.07365,1.27,"[1, 3, 4, 5, 6]",0.0022,12.4000
12.4450,Traveling to Target (t = 12.4s),,0.07036,1.24,"[1, 3, 4, 5, 6]",0.0021,12.4500
12.4950,Traveling to Target (t = 12.5s),,0.06711,1.22,"[1, 2, 3, 5, 6]",0.0021,12.5000
12.5450,Traveling to Target (t = 12.5s),,0.06393,1.20,"[1, 3, 5, 6]",0.0021,12.5500
12.5950,Traveling to Target (t = 12.6s),,0.06087,1.18,"[1, 2, 3, 5, 6]",0.0021,12.6000
12.6450,Traveling to Target (t = 12.6s),,0.05794,1.15,"[1, 3, 5, 6]",0.0021,12.6500
12.6950,Traveling to Target (t = 12.7s),,0.05512,1.13,"[1, 2, 3, 5]",0.0021,12.7000
12.7450,Traveling to Target (t = 12.7s),,0.05243,1.11,"[1, 3, 6]",0.0021,12.7500
12.7950,Traveling to Target (t = 12.8s),,0.04987,1.09,"[1, 2, 3, 5]",0.0021,12.8000
12.8450,Stabilizing on Target (t = 0.0s),0.0450,0.04742,1.07,"[1, 3, 6]",0.0021,12.8500
12.8950,Stabilizing on Target (t = 0.1s),0.0950,0.04509,1.05,"[1, 2, 3, 5]",0.0021,12.9000
12.9450,Stabilizing on Target (t = 0.1s),0.1450,0.04289,1.03,"[1, 3, 5, 6]",0.0021,12.9500
12.9950,Stabilizing on Target (t = 0.2s),0.1950,0.04081,1.01,"[1, 2, 3, 5, 6]",0.0021,13.0000
13.0450,Stabilizing on Target (t = 0.2s),0.2450,0.03885,0.99,"[1, 2, 3, 5, 6]",0.0021,13.0500
