Time,Status,Stabilization_Time,Position_Error_m,Angle_Error_deg,Active_Thrusters,Solve_Time_s,Next_Update_s
1.4950,Traveling to Target (t = 1.5s),,1.72077,88.82,[],0.0405,1.5000
1.5450,Traveling to Target (t = 1.5s),,1.71990,88.78,"[1, 5]",0.0321,1.5500
1.5950,Traveling to Target (t = 1.6s),,1.71896,88.73,[],0.0421,1.6000
1.6450,Traveling to Target (t = 1.6s),,1.71795,88.67,[],0.0421,1.6500
1.6950,Traveling to Target (t = 1.7s),,1.71694,88.60,[],0.0420,1.7000
1.7450,Traveling to Target (t = 1.7s),,1.71593,88.54,[],0.0420,1.7500
1.7950,Traveling to Target (t = 1.8s),,1.71491,88.48,"[1, 5]",0.0360,1.8000
1.8450,Traveling to Target (t = 1.8s),,1.71383,88.43,[],0.0420,1.8500
1.8950,Traveling to Target (t = 1.9s),,1.71267,88.39,[],0.0420,1.9000
1.9450,Traveling to Target (t = 1.9s),,1.71151,88.34,[],0.0420,1.9500
1.9950,Traveling to Target (t = 2.0s),,1.71036,88.30,[],0.0421,2.0000
2.0450,Traveling to Target (t = 2.0s),,1.70920,88.25,[],0.0401,2.0500
2.0950,Traveling to Target (t = 2.1s),,1.70805,88.21,"[1, 5]",0.0392,2.1000
2.1450,Traveling to Target (t = 2.1s),,1.70682,88.16,[],0.0422,2.1500
2.1950,Traveling to Target (t = 2.2s),,1.70552,88.10,[],0.0421,2.2000
2.2450,Traveling to Target (t = 2.2s),,1.70422,88.04,[],0.0421,2.2500
2.2950,Traveling to Target (t = 2.3s),,1.70292,87.99,[],0.0422,2.3000
2.3450,Traveling to Target (t = 2.3s),,1.70162,87.93,[],0.0421,2.3500
2.3950,Traveling to Target (t = 2.4s),,1.70032,87.87,[],0.0420,2.4000
2.4450,Traveling to Target (t = 2.4s),,1.69902,87.82,[],0.0421,2.4500
2.4950,Traveling to Target (t = 2.5s),,1.69773,87.76,[],0.0421,2.5000
2.5450,Traveling to Target (t = 2.5s),,1.69643,87.70,[],0.0421,2.5500
2.5950,Traveling to Target (t = 2.6s),,1.69513,87.64,[],0.0422,2.6000
2.6450,Traveling to Target (t = 2.6s),,1.69384,87.59,[],0.0423,2.6500
2.6950,Traveling to Target (t = 2.7s),,1.69254,87.53,"[1, 5]",0.0349,2.7000
2.7450,Traveling to Target (t = 2.7s),,1.69117,87.48,[],0.0421,2.7500
2.7950,Traveling to Target (t = 2.8s),,1.68973,87.43,[],0.0421,2.8000
2.8450,Traveling to Target (t = 2.8s),,1.68829,87.39,[],0.0421,2.8500
2.8950,Traveling to Target (t = 2.9s),,1.68685,87.34,[],0.0421,2.9000
2.9450,Traveling to Target (t = 2.9s),,1.68541,87.29,"[1, 5]",0.0326,2.9500
2.9950,Traveling to Target (t = 3.0s),,1.68390,87.24,[],0.0421,3.0000
3.0450,Traveling to Target (t = 3.0s),,1.68232,87.19,[],0.0421,3.0500
3.0950,Traveling to Target (t = 3.1s),,1.68073,87.13,[],0.0421,3.1000
3.1450,Traveling to Target (t = 3.1s),,1.67915,87.08,"[1, 5]",0.0343,3.1500
3.1950,Traveling to Target (t = 3.2s),,1.67750,87.03,[],0.0421,3.2000
3.2450,Traveling to Target (t = 3.2s),,1.67577,86.98,[],0.0421,3.2500
3.2950,Traveling to Target (t = 3.3s),,1.67404,86.93,[],0.0422,3.3000
3.3450,Traveling to Target (t = 3.3s),,1.67232,86.88,[],0.0421,3.3500
3.3950,Traveling to Target (t = 3.4s),,1.67059,86.84,[],0.0422,3.4000
3.4450,Traveling to Target (t = 3.4s),,1.66887,86.79,[],0.0422,3.4500
3.4950,Traveling to Target (t = 3.5s),,1.66715,86.74,[],0.0421,3.5000
3.5450,Traveling to Target (t = 3.5s),,1.66543,86.69,[],0.0422,3.5500
3.5950,Traveling to Target (t = 3.6s),,1.66371,86.64,[],0.0421,3.6000
3.6450,Traveling to Target (t = 3.6s),,1.66199,86.60,[],0.0421,3.6500
3.6950,Traveling to Target (t = 3.7s),,1.66027,86.55,[],0.0422,3.7000
3.7450,Traveling to Target (t = 3.7s),,1.65855,86.50,[],0.0421,3.7500
3.7950,Traveling to Target (t = 3.8s),,1.65683,86.45,"[1, 5]",0.0345,3.8000
3.8450,Traveling to Target (t = 3.8s),,1.65504,86.40,[],0.0420,3.8500
3.8950,Traveling to Target (t = 3.9s),,1.65318,86.35,[],0.0420,3.9000
3.9450,Traveling to Target (t = 3.9s),,1.65132,86.30,[],0.0421,3.9500
3.9950,Traveling to Target (t = 4.0s),,1.64946,86.25,[],0.0421,4.0000
4.0450,Traveling to Target (t = 4.0s),,1.64760,86.19,[],0.0422,4.0500
4.0950,Traveling to Target (t = 4.1s),,1.64575,86.14,[],0.0421,4.1000
4.1450,Traveling to Target (t = 4.1s),,1.64389,86.09,[],0.0421,4.1500
4.1950,Traveling to Target (t = 4.2s),,1.64204,86.03,[],0.0422,4.2000
4.2450,Traveling to Target (t = 4.2s),,1.64018,85.98,[],0.0421,4.2500
4.2950,Traveling to Target (t = 4.3s),,1.63833,85.93,[],0.0422,4.3000
4.3450,Traveling to Target (t = 4.3s),,1.63648,85.88,[],0.0421,4.3500
4.3950,Traveling to Target (t = 4.4s),,1.63463,85.82,"[1, 5]",0.0320,4.4000
4.4450,Traveling to Target (t = 4.4s),,1.63271,85.77,[],0.0421,4.4500
4.4950,Traveling to Target (t = 4.5s),,1.63072,85.72,[],0.0421,4.5000
4.5450,Traveling to Target (t = 4.5s),,1.62872,85.68,[],0.0423,4.5500
4.5950,Traveling to Target (t = 4.6s),,1.62673,85.63,[],0.0422,4.6000
4.6450,Traveling to Target (t = 4.6s),,1.62474,85.58,[],0.0422,4.6500
4.6950,Traveling to Target (t = 4.7s),,1.62275,85.53,[],0.0421,4.7000
4.7450,Traveling to Target (t = 4.7s),,1.62077,85.48,[],0.0420,4.7500
4.7950,Traveling to Target (t = 4.8s),,1.61878,85.43,[],0.0421,4.8000
4.8450,Traveling to Target (t = 4.8s),,1.61680,85.39,[],0.0410,4.8500
4.8950,Traveling to Target (t = 4.9s),,1.61481,85.34,"[1, 5]",0.0357,4.9000
4.9450,Traveling to Target (t = 4.9s),,1.61276,85.29,[],0.0422,4.9500
4.9950,Traveling to Target (t = 5.0s),,1.61063,85.24,[],0.0421,5.0000
5.0450,Traveling to Target (t = 5.0s),,1.60851,85.18,[],0.0422,5.0500
5.0950,Traveling to Target (t = 5.1s),,1.60639,85.13,[],0.0421,5.1000
5.1450,Traveling to Target (t = 5.1s),,1.60426,85.08,[],0.0421,5.1500
5.1950,Traveling to Target (t = 5.2s),,1.60214,85.03,[],0.0421,5.2000
5.2450,Traveling to Target (t = 5.2s),,1.60003,84.98,[],0.0421,5.2500
5.2950,Traveling to Target (t = 5.3s),,1.59791,84.93,"[1, 5]",0.0340,5.3000
5.3450,Traveling to Target (t = 5.3s),,1.59572,84.88,[],0.0420,5.3500
5.3950,Traveling to Target (t = 5.4s),,1.59346,84.83,[],0.0421,5.4000
5.4450,Traveling to Target (t = 5.4s),,1.59121,84.78,[],0.0421,5.4500
5.4950,Traveling to Target (t = 5.5s),,1.58895,84.73,[],0.0421,5.5000
5.5450,Traveling to Target (t = 5.5s),,1.58670,84.68,[],0.0420,5.5500
5.5950,Traveling to Target (t = 5.6s),,1.58445,84.63,[],0.0420,5.6000
5.6450,Traveling to Target (t = 5.6s),,1.58220,84.58,"[1, 5]",0.0368,5.6500
5.6950,Traveling to Target (t = 5.7s),,1.57987,84.54,[],0.0421,5.7000
5.7450,Traveling to Target (t = 5.7s),,1.57748,84.48,[],0.0420,5.7500
5.7950,Traveling to Target (t = 5.8s),,1.57509,84.43,[],0.0420,5.8000
5.8450,Traveling to Target (t = 5.8s),,1.57271,84.38,"[1, 5]",0.0234,5.8500
5.8950,Traveling to Target (t = 5.9s),,1.57025,84.33,"[1, 5]",0.0062,5.9000
5.9450,Traveling to Target (t = 5.9s),,1.56765,84.28,"[1, 5]",0.0084,5.9500
5.9950,Traveling to Target (t = 6.0s),,1.56491,84.23,"[1, 5]",0.0063,6.0000
6.0450,Traveling to Target (t = 6.0s),,1.56202,84.18,"[1, 5]",0.0063,6.0500
6.0950,Traveling to Target (t = 6.1s),,1.55899,84.13,"[1, 5]",0.0064,6.1000
6.1450,Traveling to Target (t = 6.1s),,1.55583,84.09,"[1, 5]",0.0083,6.1500
6.1950,Traveling to Target (t = 6.2s),,1.55252,84.04,"[1, 5]",0.0063,6.2000
6.2450,Traveling to Target (t = 6.2s),,1.54907,83.99,"[1, 5]",0.0062,6.2500
6.2950,Traveling to Target (t = 6.3s),,1.54548,83.94,"[1, 5]",0.0062,6.3000
6.3450,Traveling to Target (t = 6.3s),,1.54175,83.89,"[1, 5]",0.0083,6.3500
6.3950,Traveling to Target (t = 6.4s),,1.53788,83.84,"[1, 5]",0.0061,6.4000
6.4450,Traveling to Target (t = 6.4s),,1.53387,83.79,"[1, 5]",0.0061,6.4500
6.4950,Traveling to Target (t = 6.5s),,1.52973,83.74,"[1, 5]",0.0062,6.5000
6.5450,Traveling to Target (t = 6.5s),,1.52545,83.69,"[1, 5]",0.0063,6.5500
6.5950,Traveling to Target (t = 6.6s),,1.52103,83.64,"[1, 5]",0.0063,6.6000
6.6450,Traveling to Target (t = 6.6s),,1.51647,83.59,"[1, 5]",0.0090,6.6500
6.6950,Traveling to Target (t = 6.7s),,1.51178,83.54,"[1, 5]",0.0062,6.7000
6.7450,Traveling to Target (t = 6.7s),,1.50696,83.49,"[1, 5]",0.0065,6.7500
6.7950,Traveling to Target (t = 6.8s),,1.50200,83.44,"[1, 5]",0.0064,6.8000
6.8450,Traveling to Target (t = 6.8s),,1.49691,83.39,"[1, 5]",0.0063,6.8500
6.8950,Traveling to Target (t = 6.9s),,1.49169,83.34,"[1, 5]",0.0062,6.9000
6.9450,Traveling to Target (t = 6.9s),,1.48633,83.29,"[1, 5]",0.0064,6.9500
6.9950,Traveling to Target (t = 7.0s),,1.48085,83.24,"[1, 5]",0.0062,7.0000
7.0450,Traveling to Target (t = 7.0s),,1.47524,83.20,"[1, 5]",0.0063,7.0500
7.0950,Traveling to Target (t = 7.1s),,1.46950,83.15,"[1, 5]",0.0063,7.1000
7.1450,Traveling to Target (t = 7.1s),,1.46363,83.10,"[1, 5]",0.0084,7.1500
7.1950,Traveling to Target (t = 7.2s),,1.45763,83.05,"[1, 5]",0.0062,7.2000
7.2450,Traveling to Target (t = 7.2s),,1.45151,83.00,"[1, 5]",0.0084,7.2500
7.2950,Traveling to Target (t = 7.3s),,1.44527,82.95,"[1, 5]",0.0063,7.3000
7.3450,Traveling to Target (t = 7.3s),,1.43891,82.90,"[1, 5]",0.0062,7.3500
7.3950,Traveling to Target (t = 7.4s),,1.43242,82.85,"[1, 5]",0.0064,7.4000
7.4450,Traveling to Target (t = 7.4s),,1.42582,82.80,"[1, 5]",0.0062,7.4500
7.4950,Traveling to Target (t = 7.5s),,1.41909,82.75,"[1, 5]",0.0063,7.5000
7.5450,Traveling to Target (t = 7.5s),,1.41225,82.70,"[1, 5]",0.0063,7.5500
7.5950,Traveling to Target (t = 7.6s),,1.40530,82.65,"[1, 5]",0.0085,7.6000
7.6450,Traveling to Target (t = 7.6s),,1.39823,82.60,"[1, 5]",0.0062,7.6500
7.6950,Traveling to Target (t = 7.7s),,1.39105,82.56,"[1, 5]",0.0063,7.7000
7.7450,Traveling to Target (t = 7.7s),,1.38376,82.51,"[1, 5]",0.0084,7.7500
7.7950,Traveling to Target (t = 7.8s),,1.37636,82.46,"[1, 5]",0.0085,7.8000
7.8450,Traveling to Target (t = 7.8s),,1.36886,82.41,"[1, 5]",0.0062,7.8500
7.8950,Traveling to Target (t = 7.9s),,1.36126,82.36,"[1, 5]",0.0062,7.9000
7.9450,Traveling to Target (t = 7.9s),,1.35355,82.31,"[1, 5]",0.0063,7.9500
7.9950,Traveling to Target (t = 8.0s),,1.34574,82.26,"[1, 5]",0.0064,8.0000
8.0450,Traveling to Target (t = 8.0s),,1.33784,82.21,"[1, 5]",0.0084,8.0500
8.0950,Traveling to Target (t = 8.1s),,1.32984,82.16,"[1, 5]",0.0062,8.1000
8.1450,Traveling to Target (t = 8.1s),,1.32175,82.11,"[1, 5]",0.0064,8.1500
8.1950,Traveling to Target (t = 8.2s),,1.31357,82.07,[1],0.0086,8.2000
8.2450,Traveling to Target (t = 8.2s),,1.30533,82.02,[1],0.0065,8.2500
8.2950,Traveling to Target (t = 8.3s),,1.29707,81.97,[1],0.0063,8.3000
8.3450,Traveling to Target (t = 8.3s),,1.28878,81.92,[1],0.0063,8.3500
8.3950,Traveling to Target (t = 8.4s),,1.28047,81.87,[1],0.0063,8.4000
8.4450,Traveling to Target (t = 8.4s),,1.27214,81.82,[1],0.0063,8.4500
8.4950,Traveling to Target (t = 8.5s),,1.26379,81.77,[],0.0084,8.5000
8.5450,Traveling to Target (t = 8.5s),,1.25547,81.72,[],0.0063,8.5500
8.5950,Traveling to Target (t = 8.6s),,1.24720,81.67,[],0.0083,8.6000
8.6450,Traveling to Target (t = 8.6s),,1.23899,81.62,[],0.0062,8.6500
8.6950,Traveling to Target (t = 8.7s),,1.23083,81.58,[],0.0084,8.7000
8.7450,Traveling to Target (t = 8.7s),,1.22274,81.53,[],0.0063,8.7500
8.7950,Traveling to Target (t = 8.8s),,1.21471,81.48,[],0.0084,8.8000
8.8450,Traveling to Target (t = 8.8s),,1.20674,81.43,[],0.0062,8.8500
8.8950,Traveling to Target (t = 8.9s),,1.19884,81.38,[],0.0085,8.9000
8.9450,Traveling to Target (t = 8.9s),,1.19100,81.33,[],0.0063,8.9500
8.9950,Traveling to Target (t = 9.0s),,1.18323,81.28,[],0.0084,9.0000
9.0450,Traveling to Target (t = 9.0s),,1.17553,81.23,[],0.0063,9.0500
9.0950,Traveling to Target (t = 9.1s),,1.16790,81.18,[],0.0084,9.1000
9.1450,Traveling to Target (t = 9.1s),,1.16034,81.14,[],0.0063,9.1500
9.1950,Traveling to Target (t = 9.2s),,1.15285,81.09,[],0.0085,9.2000
9.2450,Traveling to Target (t = 9.2s),,1.14543,81.04,[],0.0063,9.2500
9.2950,Traveling to Target (t = 9.3s),,1.13809,80.99,[],0.0083,9.3000
9.3450,Traveling to Target (t = 9.3s),,1.13083,80.94,[],0.0063,9.3500
9.3950,Traveling to Target (t = 9.4s),,1.12364,80.89,[],0.0085,9.4000
9.4450,Traveling to Target (t = 9.4s),,1.11653,80.84,[],0.0063,9.4500
9.4950,Traveling to Target (t = 9.5s),,1.10951,80.79,[],0.0084,9.5000
9.5450,Traveling to Target (t = 9.5s),,1.10256,80.75,[],0.0062,9.5500
9.5950,Traveling to Target (t = 9.6s),,1.09571,80.70,[],0.0086,9.6000
9.6450,Traveling to Target (t = 9.6s),,1.08893,80.65,[],0.0063,9.6500
9.6950,Traveling to Target (t = 9.7s),,1.08225,80.60,[],0.0084,9.7000
9.7450,Traveling to Target (t = 9.7s),,1.07565,80.55,[],0.0064,9.7500
9.7950,Traveling to Target (t = 9.8s),,1.06915,80.50,[],0.0085,9.8000
9.8450,Traveling to Target (t = 9.8s),,1.06273,80.45,[],0.0063,9.8500
9.8950,Traveling to Target (t = 9.9s),,1.05641,80.41,[],0.0084,9.9000
9.9450,Traveling to Target (t = 9.9s),,1.05019,80.36,[],0.0062,9.9500
9.9950,Traveling to Target (t = 10.0s),,1.04406,80.31,[],0.0084,10.0000
10.0450,Traveling to Target (t = 10.0s),,1.03804,80.26,[],0.0063,10.0500
10.0950,Traveling to Target (t = 10.1s),,1.03211,80.21,[],0.0084,10.1000
10.1450,Traveling to Target (t = 10.1s),,1.02629,80.16,[],0.0063,10.1500
10.1950,Traveling to Target (t = 10.2s),,1.02057,80.11,[],0.0084,10.2000
10.2450,Traveling to Target (t = 10.2s),,1.01496,80.07,[],0.0063,10.2500
10.2950,Traveling to Target (t = 10.3s),,1.00945,80.02,[],0.0084,10.3000
10.3450,Traveling to Target (t = 10.3s),,1.00406,79.97,[],0.0062,10.3500
10.3950,Traveling to Target (t = 10.4s),,0.99877,79.92,[],0.0084,10.4000
10.4450,Traveling to Target (t = 10.4s),,0.99360,79.87,[],0.0062,10.4500
10.4950,Traveling to Target (t = 10.5s),,0.98855,79.82,[],0.0084,10.5000
10.5450,Traveling to Target (t = 10.5s),,0.98361,79.78,[],0.0062,10.5500
10.5950,Traveling to Target (t = 10.6s),,0.97879,79.73,[],0.0085,10.6000
10.6450,Traveling to Target (t = 10.6s),,0.97409,79.68,[],0.0063,10.6500
10.6950,Traveling to Target (t = 10.7s),,0.96952,79.63,[],0.0084,10.7000
10.7450,Traveling to Target (t = 10.7s),,0.96506,79.58,[],0.0063,10.7500
10.7950,Traveling to Target (t = 10.8s),,0.96074,79.53,[],0.0084,10.8000
10.8450,Traveling to Target (t = 10.8s),,0.95654,79.49,[],0.0061,10.8500
10.8950,Traveling to Target (t = 10.9s),,0.95246,79.44,[],0.0083,10.9000
10.9450,Traveling to Target (t = 10.9s),,0.94852,79.39,[],0.0061,10.9500
10.9950,Traveling to Target (t = 11.0s),,0.94472,79.34,[],0.0085,11.0000
11.0450,Traveling to Target (t = 11.0s),,0.94104,79.29,[],0.0062,11.0500
11.0950,Traveling to Target (t = 11.1s),,0.93750,79.25,[],0.0085,11.1000
11.1450,Traveling to Target (t = 11.1s),,0.93410,79.20,[],0.0063,11.1500
11.1950,Traveling to Target (t = 11.2s),,0.93084,79.15,[],0.0084,11.2000
11.2450,Traveling to Target (t = 11.2s),,0.92771,79.10,[],0.0063,11.2500
11.2950,Traveling to Target (t = 11.3s),,0.92473,79.05,[],0.0086,11.3000
11.3450,Traveling to Target (t = 11.3s),,0.92189,79.00,[],0.0063,11.3500
11.3950,Traveling to Target (t = 11.4s),,0.91920,78.96,[],0.0085,11.4000
11.4450,Traveling to Target (t = 11.4s),,0.91665,78.91,[],0.0063,11.4500
11.4950,Traveling to Target (t = 11.5s),,0.91424,78.86,[],0.0084,11.5000
11.5450,Traveling to Target (t = 11.5s),,0.91199,78.81,[],0.0063,11.5500
11.5950,Traveling to Target (t = 11.6s),,0.90988,78.77,[],0.0085,11.6000
11.6450,Traveling to Target (t = 11.6s),,0.90793,78.72,[],0.0064,11.6500
11.6950,Traveling to Target (t = 11.7s),,0.90612,78.67,[],0.0123,11.7000
11.7450,Traveling to Target (t = 11.7s),,0.90447,78.62,[],0.0062,11.7500
11.7950,Traveling to Target (t = 11.8s),,0.90296,78.57,[],0.0084,11.8000
11.8450,Traveling to Target (t = 11.8s),,0.90162,78.53,[],0.0063,11.8500
11.8950,Traveling to Target (t = 11.9s),,0.90042,78.48,[],0.0083,11.9000
11.9450,Traveling to Target (t = 11.9s),,0.89938,78.43,[],0.0063,11.9500
11.9950,Traveling to Target (t = 12.0s),,0.89850,78.38,[],0.0067,12.0000
12.0450,Traveling to Target (t = 12.0s),,0.89777,78.34,[],0.0062,12.0500
12.0950,Traveling to Target (t = 12.1s),,0.89719,78.29,[],0.0084,12.1000
12.1450,Traveling to Target (t = 12.1s),,0.89678,78.24,[],0.0063,12.1500
12.1950,Traveling to Target (t = 12.2s),,0.89652,78.19,[],0.0086,12.2000
12.2450,Traveling to Target (t = 12.2s),,0.89641,78.14,[],0.0063,12.2500
12.2950,Traveling to Target (t = 12.3s),,0.89647,78.10,[],0.0085,12.3000
12.3450,Traveling to Target (t = 12.3s),,0.89668,78.05,[],0.0062,12.3500
12.3950,Traveling to Target (t = 12.4s),,0.89704,78.00,[],0.0062,12.4000
12.4450,Traveling to Target (t = 12.4s),,0.89757,77.95,[],0.0062,12.4500
12.4950,Traveling to Target (t = 12.5s),,0.89825,77.91,[],0.0062,12.5000
12.5450,Traveling to Target (t = 12.5s),,0.89908,77.86,[],0.0062,12.5500
12.5950,Traveling to Target (t = 12.6s),,0.90007,77.81,[],0.0062,12.6000
12.6450,Traveling to Target (t = 12.6s),,0.90122,77.76,[],0.0063,12.6500
12.6950,Traveling to Target (t = 12.7s),,0.90252,77.72,[],0.0063,12.7000
12.7450,Traveling to Target (t = 12.7s),,0.90397,77.67,[],0.0063,12.7500
12.7950,Traveling to Target (t = 12.8s),,0.90557,77.62,[],0.0063,12.8000
12.8450,Traveling to Target (t = 12.8s),,0.90733,77.58,[],0.0062,12.8500
12.8950,Traveling to Target (t = 12.9s),,0.90924,77.53,[],0.0062,12.9000
12.9450,Traveling to Target (t = 12.9s),,0.91130,77.48,[],0.0063,12.9500
12.9950,Traveling to Target (t = 13.0s),,0.91351,77.43,[],0.0062,13.0000
13.0450,Traveling to Target (t = 13.0s),,0.91586,77.39,[],0.0062,13.0500
13.0950,Traveling to Target (t = 13.1s),,0.91837,77.34,[],0.0062,13.1000
13.1450,Traveling to Target (t = 13.1s),,0.92101,77.29,[],0.0063,13.1500
13.1950,Traveling to Target (t = 13.2s),,0.92381,77.25,[],0.0063,13.2000
13.2450,Traveling to Target (t = 13.2s),,0.92674,77.20,[],0.0062,13.2500
13.2950,Traveling to Target (t = 13.3s),,0.92982,77.15,[],0.0062,13.3000
13.3450,Traveling to Target (t = 13.3s),,0.93304,77.10,[],0.0062,13.3500
13.3950,Traveling to Target (t = 13.4s),,0.93640,77.06,[],0.0063,13.4000
13.4450,Traveling to Target (t = 13.4s),,0.93989,77.01,[],0.0062,13.4500
13.4950,Traveling to Target (t = 13.5s),,0.94352,76.96,[],0.0062,13.5000
13.5450,Traveling to Target (t = 13.5s),,0.94729,76.92,[],0.0063,13.5500
13.5950,Traveling to Target (t = 13.6s),,0.95119,76.87,[],0.0063,13.6000
13.6450,Traveling to Target (t = 13.6s),,0.95522,76.82,[],0.0062,13.6500
13.6950,Traveling to Target (t = 13.7s),,0.95938,76.77,[],0.0061,13.7000
13.7450,Traveling to Target (t = 13.7s),,0.96366,76.73,[],0.0062,13.7500
13.7950,Traveling to Target (t = 13.8s),,0.96808,76.68,[],0.0063,13.8000
13.8450,Traveling to Target (t = 13.8s),,0.97261,76.63,[],0.0062,13.8500
13.8950,Traveling to Target (t = 13.9s),,0.97727,76.59,[],0.0062,13.9000
13.9450,Traveling to Target (t = 13.9s),,0.98206,76.54,[],0.0063,13.9500
13.9950,Traveling to Target (t = 14.0s),,0.98696,76.49,[],0.0062,14.0000
14.0450,Traveling to Target (t = 14.0s),,0.99197,76.45,[],0.0070,14.0500
14.0950,Traveling to Target (t = 14.1s),,0.99711,76.40,[],0.0063,14.1000
14.1450,Traveling to Target (t = 14.1s),,1.00235,76.35,[],0.0063,14.1500
14.1950,Traveling to Target (t = 14.2s),,1.00771,76.31,[],0.0063,14.2000
14.2450,Traveling to Target (t = 14.2s),,1.01318,76.26,[],0.0063,14.2500
14.2950,Traveling to Target (t = 14.3s),,1.01876,76.21,[],0.0071,14.3000
14.3450,Traveling to Target (t = 14.3s),,1.02445,76.17,[],0.0062,14.3500
14.3950,Traveling to Target (t = 14.4s),,1.03024,76.12,[],0.0062,14.4000
14.4450,Traveling to Target (t = 14.4s),,1.03613,76.07,[],0.0062,14.4500
14.4950,Traveling to Target (t = 14.5s),,1.04212,76.03,[],0.0063,14.5000
14.5450,Traveling to Target (t = 14.5s),,1.04822,75.98,[],0.0062,14.5500
14.5950,Traveling to Target (t = 14.6s),,1.05441,75.93,[],0.0062,14.6000
14.6450,Traveling to Target (t = 14.6s),,1.06070,75.89,[],0.0064,14.6500
14.6950,Traveling to Target (t = 14.7s),,1.06708,75.84,[],0.0062,14.7000
14.7450,Traveling to Target (t = 14.7s),,1.07356,75.79,[],0.0062,14.7500
14.7950,Traveling to Target (t = 14.8s),,1.08013,75.75,[],0.0063,14.8000
14.8450,Traveling to Target (t = 14.8s),,1.08678,75.70,[],0.0063,14.8500
14.8950,Traveling to Target (t = 14.9s),,1.09353,75.66,[],0.0062,14.9000
14.9450,Traveling to Target (t = 14.9s),,1.10036,75.61,[],0.0063,14.9500
14.9950,Traveling to Target (t = 15.0s),,1.10728,75.56,[],0.0063,15.0000
15.0450,Traveling to Target (t = 15.0s),,1.11427,75.52,[],0.0062,15.0500
15.0950,Traveling to Target (t = 15.1s),,1.12136,75.47,[],0.0063,15.1000
15.1450,Traveling to Target (t = 15.1s),,1.12852,75.42,[],0.0063,15.1500
15.1950,Traveling to Target (t = 15.2s),,1.13576,75.38,[],0.0062,15.2000
15.2450,Traveling to Target (t = 15.2s),,1.14307,75.33,[],0.0062,15.2500
15.2950,Traveling to Target (t = 15.3s),,1.15046,75.28,[],0.0062,15.3000
15.3450,Traveling to Target (t = 15.3s),,1.15793,75.24,[],0.0063,15.3500
15.3950,Traveling to Target (t = 15.4s),,1.16547,75.19,[],0.0062,15.4000
15.4450,Traveling to Target (t = 15.4s),,1.17308,75.15,[],0.0062,15.4500
15.4950,Traveling to Target (t = 15.5s),,1.18076,75.10,[],0.0063,15.5000
15.5450,Traveling to Target (t = 15.5s),,1.18851,75.05,[],0.0062,15.5500
15.5950,Traveling to Target (t = 15.6s),,1.19632,75.01,[],0.0062,15.6000
15.6450,Traveling to Target (t = 15.6s),,1.20421,74.96,[],0.0063,15.6500
